"Pathway Description","MSigDB name","Direction (AD vs Control)","logFC","t","P.Value","adj.P.Val"
"(Reactome) Cell Cycle","REACTOME_CELL_CYCLE","DOWN",-0.11,-6.69,0.000426,0.00262
"(Reactome) SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION","DOWN",-0.29,-6.66,0.000437,0.00266
"(STKE) p38 MAPK Pathway","ST_P38_MAPK_PATHWAY","UP",0.123,6.66,0.000439,0.00266
"(Reactome) TRAF6 mediated IRF7 activation","REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION","UP",0.145,6.65,0.000441,0.00266
"(PID) Alpha6 beta4 integrin-ligand interactions","PID_INTEGRIN4_PATHWAY","UP",0.465,6.65,0.000442,0.00266
"(KEGG) Apoptosis","KEGG_APOPTOSIS","UP",0.152,6.64,0.000444,0.00266
"(Reactome) Resolution of AP sites via the single-nucleotide replacement pathway","REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","DOWN",-0.16,-6.63,0.000448,0.00266
"(BioCarta) Hypoxia-Inducible Factor in the Cardiovascular System","BIOCARTA_HIF_PATHWAY","UP",0.159,6.63,0.00045,0.00266
"(Reactome) Growth hormone receptor signaling","REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING","UP",0.124,6.62,0.000453,0.00267
"(Reactome) Ion channel transport","REACTOME_ION_CHANNEL_TRANSPORT","DOWN",-0.278,-6.61,0.000457,0.00268
"(Reactome) ERKs are inactivated","REACTOME_ERKS_ARE_INACTIVATED","UP",0.223,6.6,0.000461,0.00269
"(KEGG) Systemic lupus erythematosus","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","DOWN",-0.157,-6.51,0.000498,0.00289
"(KEGG) Olfactory transduction","KEGG_OLFACTORY_TRANSDUCTION","DOWN",-0.306,-6.5,0.000501,0.00289
"(Reactome) Antigen processing: Ubiquitination & Proteasome degradation","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","DOWN",-0.107,-6.5,0.000503,0.00289
"(PID) Validated targets of C-MYC transcriptional activation","PID_MYC_ACTIV_PATHWAY","UP",0.155,6.44,0.00053,0.00303
"(Reactome) Negative regulators of RIG-I/MDA5 signaling","REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING","UP",0.235,6.43,0.000533,0.00303
"(BioCarta) Role of ERBB2 in Signal Transduction and Oncology","BIOCARTA_HER2_PATHWAY","UP",0.119,6.4,0.000547,0.00309
"(KEGG) Pentose phosphate pathway","KEGG_PENTOSE_PHOSPHATE_PATHWAY","UP",0.584,6.38,0.000556,0.00311
"(KEGG) Hypertrophic cardiomyopathy (HCM)","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","DOWN",-0.141,-6.38,0.000556,0.00311
"(BioCarta) Role of Tob in T-cell activation","BIOCARTA_TOB1_PATHWAY","DOWN",-0.509,-6.38,0.000559,0.00311
"(Reactome) Activation of Genes by ATF4","REACTOME_ACTIVATION_OF_GENES_BY_ATF4","DOWN",-0.108,-6.35,0.00057,0.00316
"(KEGG) Jak-STAT signaling pathway","KEGG_JAK_STAT_SIGNALING_PATHWAY","UP",0.13,6.33,0.000582,0.0032
"(Reactome) mRNA Capping","REACTOME_MRNA_CAPPING","DOWN",-0.136,-6.33,0.000584,0.0032
"(SigmaAldrich) Programmed cell death, or apoptosis, eliminates damaged or unneeded cells.","SA_PROGRAMMED_CELL_DEATH","DOWN",-0.23,-6.31,0.000591,0.00323
"(KEGG) Long-term potentiation","KEGG_LONG_TERM_POTENTIATION","DOWN",-0.254,-6.31,0.000594,0.00323
"(Reactome) RNA Polymerase II Pre-transcription Events","REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS","DOWN",-0.134,-6.29,0.000604,0.00327
"(PID) FOXA1 transcription factor network","PID_HNF3A_PATHWAY","DOWN",-0.152,-6.28,0.000608,0.00327
"(Reactome) Cell Cycle, Mitotic","REACTOME_CELL_CYCLE_MITOTIC","DOWN",-0.101,-6.26,0.000619,0.00331
"(BioCarta) NFAT and Hypertrophy of the heart (Transcription in the broken heart)","BIOCARTA_NFAT_PATHWAY","UP",0.144,6.25,0.000625,0.00331
"(Reactome) Formation of the HIV-1 Early Elongation Complex","REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX","DOWN",-0.147,-6.25,0.000627,0.00331
"(Reactome) Tie2 Signaling","REACTOME_TIE2_SIGNALING","UP",0.177,6.24,0.000628,0.00331
"(Reactome) Synthesis of glycosylphosphatidylinositol (GPI)","REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI","DOWN",-0.138,-6.24,0.000633,0.00331
"(Reactome) RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS","UP",0.134,6.23,0.000633,0.00331
"(Reactome) Class B/2 (Secretin family receptors)","REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS","UP",0.137,6.21,0.000648,0.00337
"(STKE) ERK1/ERK2 MAPK Pathway","ST_ERK1_ERK2_MAPK_PATHWAY","UP",0.135,6.2,0.000655,0.0034
"(Reactome) RNA Polymerase I Transcription Initiation","REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION","DOWN",-0.166,-6.19,0.00066,0.0034
"(Reactome) G alpha (12/13) signalling events","REACTOME_G_ALPHA1213_SIGNALLING_EVENTS","UP",0.154,6.16,0.000676,0.00347
"(KEGG) Taste transduction","KEGG_TASTE_TRANSDUCTION","DOWN",-0.251,-6.16,0.000679,0.00347
"(Reactome) Homologous recombination repair of replication-independent double-strand breaks","REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS","DOWN",-0.193,-6.14,0.000691,0.0035
"(KEGG) Alanine, aspartate and glutamate metabolism","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","UP",0.36,6.14,0.000692,0.0035
"(PID) Insulin-mediated glucose transport","PID_INSULIN_GLUCOSE_PATHWAY","DOWN",-0.199,-6.13,0.000693,0.0035
"(BioCarta) Map Kinase Inactivation of SMRT Corepressor","BIOCARTA_EGFR_SMRTE_PATHWAY","UP",0.139,6.1,0.000714,0.00357
"(KEGG) Glioma","KEGG_GLIOMA","UP",0.234,6.1,0.000714,0.00357
"(Reactome) Class A/1 (Rhodopsin-like receptors)","REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS","DOWN",-0.165,-6.1,0.000718,0.00357
"(BioCarta) Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation","BIOCARTA_IGF1R_PATHWAY","UP",0.224,6.05,0.000746,0.0037
"(Reactome) Processing of Capped Intronless Pre-mRNA","REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA","DOWN",-0.127,-6.05,0.000751,0.0037
"(PID) Hedgehog signaling events mediated by Gli proteins","PID_HEDGEHOG_GLI_PATHWAY","DOWN",-0.115,-6.04,0.000753,0.0037
"(Reactome) Late Phase of HIV Life Cycle","REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE","DOWN",-0.116,-6.04,0.000757,0.0037
"(Reactome) Abortive elongation of HIV-1 transcript in the absence of Tat","REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT","DOWN",-0.157,-6.02,0.000768,0.00374
"(BioCarta) p53 Signaling Pathway","BIOCARTA_P53_PATHWAY","UP",0.383,6,0.000783,0.0038
"(PID) Notch signaling pathway","PID_NOTCH_PATHWAY","UP",0.111,5.99,0.000788,0.0038
"(PID) Signaling events mediated by HDAC Class III","PID_HDAC_CLASSIII_PATHWAY","UP",0.208,5.99,0.000793,0.00381
"(Reactome) Fatty acid, triacylglycerol, and ketone body metabolism","REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM","UP",0.169,5.98,0.000798,0.00382
"(Reactome) RNA Polymerase I Transcription Termination","REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION","DOWN",-0.119,-5.96,0.000813,0.00387
"(Reactome) Transport of Mature mRNA Derived from an Intronless Transcript","REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT","DOWN",-0.175,-5.95,0.000819,0.00389
"(STKE) G alpha s Pathway","ST_G_ALPHA_S_PATHWAY","DOWN",-0.188,-5.93,0.000837,0.00395
"(Reactome) NEP/NS2 Interacts with the Cellular Export Machinery","REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY","DOWN",-0.123,-5.93,0.000839,0.00395
"(STKE) Wnt/beta-catenin Pathway","ST_WNT_BETA_CATENIN_PATHWAY","DOWN",-0.2,-5.92,0.000843,0.00395
"(Reactome) Glycerophospholipid biosynthesis","REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","DOWN",-0.13,-5.9,0.000862,0.00402
"(Reactome) E2F mediated regulation of DNA replication","REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION","DOWN",-0.14,-5.89,0.000864,0.00402
"(Reactome) NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10","REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10","UP",0.11,5.89,0.00087,0.00403
"(Reactome) RNA Polymerase III Transcription","REACTOME_RNA_POL_III_TRANSCRIPTION","DOWN",-0.123,-5.88,0.000874,0.00403
"(Reactome) Mitotic Prometaphase","REACTOME_MITOTIC_PROMETAPHASE","DOWN",-0.135,-5.87,0.000881,0.00405
"(PID) IL12 signaling mediated by STAT4","PID_IL12_STAT4_PATHWAY","DOWN",-0.269,-5.81,0.000938,0.00429
"(PID) GMCSF-mediated signaling events","PID_GMCSF_PATHWAY","UP",0.128,5.8,0.000944,0.0043
"(Reactome) SLC-mediated transmembrane transport","REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","DOWN",-0.121,-5.79,0.00095,0.00431
"(PID) Retinoic acid receptors-mediated signaling","PID_RETINOIC_ACID_PATHWAY","DOWN",-0.139,-5.75,0.000987,0.00444
"(Reactome) Endosomal Sorting Complex Required For Transport (ESCRT)","REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT","DOWN",-0.0951,-5.75,0.000988,0.00444
"(BioCarta) Ceramide Signaling Pathway","BIOCARTA_CERAMIDE_PATHWAY","UP",0.23,5.74,0.000994,0.00444
"(PID) E-cadherin signaling in the nascent adherens junction","PID_ECADHERIN_NASCENT_AJ_PATHWAY","UP",0.103,5.74,0.000996,0.00444
"(BioCarta) Ras-Independent pathway in NK cell-mediated cytotoxicity","BIOCARTA_NKCELLS_PATHWAY","UP",0.136,5.74,0.000999,0.00444
"(KEGG) Leukocyte transendothelial migration","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","DOWN",-0.102,-5.73,0.00101,0.00448
"(Reactome) Interferon Signaling","REACTOME_INTERFERON_SIGNALING","UP",0.241,5.72,0.00102,0.00448
"(KEGG) Aldosterone-regulated sodium reabsorption","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION","DOWN",-0.169,-5.72,0.00102,0.00448
"(Reactome) Inwardly rectifying K+ channels","REACTOME_INWARDLY_RECTIFYING_K_CHANNELS","UP",0.132,5.7,0.00103,0.0045
"(PID) E-cadherin signaling in keratinocytes","PID_ECADHERIN_KERATINOCYTE_PATHWAY","DOWN",-0.115,-5.7,0.00103,0.0045
"(PID) p38 signaling mediated by MAPKAP kinases","PID_P38_MK2_PATHWAY","UP",0.26,5.68,0.00105,0.00458
"(BioCarta) Regulation of p27 Phosphorylation during Cell Cycle Progression","BIOCARTA_P27_PATHWAY","DOWN",-0.15,-5.67,0.00107,0.00461
"(PID) Arf6 trafficking events","PID_ARF6_TRAFFICKING_PATHWAY","DOWN",-0.121,-5.66,0.00107,0.00463
"(Reactome) E2F-enabled inhibition of pre-replication complex formation","REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION","DOWN",-0.156,-5.65,0.00109,0.00469
"(PID) Validated nuclear estrogen receptor alpha network","PID_ERA_GENOMIC_PATHWAY","DOWN",-0.137,-5.64,0.0011,0.00469
"(Reactome) RNA Polymerase I Transcription","REACTOME_RNA_POL_I_TRANSCRIPTION","DOWN",-0.11,-5.63,0.00111,0.00473
"(PID) Validated transcriptional targets of TAp63 isoforms","PID_TAP63_PATHWAY","UP",0.44,5.61,0.00113,0.0048
"(KEGG) Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS","DOWN",-0.161,-5.59,0.00115,0.00486
"(BioCarta) Oxidative Stress Induced Gene Expression Via Nrf2","BIOCARTA_ARENRF2_PATHWAY","DOWN",-0.291,-5.58,0.00116,0.00489
"(KEGG) Endometrial cancer","KEGG_ENDOMETRIAL_CANCER","DOWN",-0.284,-5.58,0.00117,0.00489
"(PID) IL2-mediated signaling events","PID_IL2_1PATHWAY","UP",0.129,5.56,0.00119,0.00496
"(Reactome) DNA Repair","REACTOME_DNA_REPAIR","DOWN",-0.149,-5.55,0.0012,0.00499
"(KEGG) Ubiquitin mediated proteolysis","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","DOWN",-0.0891,-5.54,0.00121,0.00501
"(Reactome) Elongation arrest and recovery","REACTOME_ELONGATION_ARREST_AND_RECOVERY","DOWN",-0.151,-5.52,0.00124,0.00511
"(Reactome) Ion transport by P-type ATPases","REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES","DOWN",-0.259,-5.51,0.00125,0.00514
"(Reactome) Metabolism of non-coding RNA","REACTOME_METABOLISM_OF_NON_CODING_RNA","DOWN",-0.124,-5.49,0.00128,0.00524
"(Reactome) Cytokine Signaling in Immune system","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","UP",0.149,5.48,0.00129,0.00527
"(PID) Glucocorticoid receptor regulatory network","PID_REG_GR_PATHWAY","UP",0.114,5.47,0.0013,0.00529
"(Reactome) Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits","REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS","UP",0.156,5.46,0.0013,0.00529
"(Reactome) SHC1 events in EGFR signaling","REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING","UP",0.358,5.45,0.00132,0.00532
"(BioCarta) BCR Signaling Pathway","BIOCARTA_BCR_PATHWAY","UP",0.106,5.45,0.00132,0.00532
"(Reactome) Glycolysis","REACTOME_GLYCOLYSIS","UP",0.523,5.43,0.00135,0.00541
"(Reactome) PERK regulated gene expression","REACTOME_PERK_REGULATED_GENE_EXPRESSION","DOWN",-0.088,-5.41,0.00137,0.00549
"(Reactome) Spry regulation of FGF signaling","REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING","DOWN",-0.13,-5.41,0.00138,0.0055
"(Reactome) Processive synthesis on the lagging strand","REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND","DOWN",-0.162,-5.4,0.00139,0.00553
"(Reactome) YAP1- and WWTR1 (TAZ)-stimulated gene expression","REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION","UP",0.191,5.39,0.0014,0.00553
"(Reactome) Facilitative Na+-independent glucose transporters","REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS","UP",0.28,5.39,0.00141,0.00554
"(PID) Role of Calcineurin-dependent NFAT signaling in lymphocytes","PID_NFAT_3PATHWAY","DOWN",-0.0891,-5.39,0.00141,0.00554
"(Reactome) Class I MHC mediated antigen processing & presentation","REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","DOWN",-0.0901,-5.37,0.00143,0.00557
"(Reactome) ADP signalling through P2Y purinoceptor 12","REACTOME_ADP_SIGNALLING_THROUGH_P2RY12","UP",0.111,5.37,0.00143,0.00557
"(Reactome) Synthesis of very long-chain fatty acyl-CoAs","REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS","UP",0.626,5.37,0.00143,0.00557
"(BioCarta) Endocytotic role of NDK, Phosphins and Dynamin","BIOCARTA_NDKDYNAMIN_PATHWAY","DOWN",-0.189,-5.35,0.00145,0.00564
"(Reactome) JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1","DOWN",-0.278,-5.32,0.0015,0.00579
"(BioCarta) Chaperones modulate interferon Signaling Pathway","BIOCARTA_TID_PATHWAY","UP",0.142,5.31,0.00151,0.00582
"(PID) Glypican 1 network","PID_GLYPICAN_1PATHWAY","UP",0.213,5.29,0.00154,0.00591
"(Reactome) Signaling by Robo receptor","REACTOME_SIGNALING_BY_ROBO_RECEPTOR","DOWN",-0.116,-5.29,0.00154,0.00591
"(Reactome) Regulation of Glucokinase by Glucokinase Regulatory Protein","REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN","DOWN",-0.112,-5.27,0.00158,0.00599
"(BioCarta) AKAP95 role in mitosis and chromosome dynamics","BIOCARTA_AKAP95_PATHWAY","DOWN",-0.0907,-5.27,0.00158,0.00599
"(BioCarta) Regulation of transcriptional activity by PML","BIOCARTA_PML_PATHWAY","UP",0.123,5.27,0.00158,0.00599
"(Reactome) Fatty Acyl-CoA Biosynthesis","REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","UP",0.635,5.26,0.0016,0.006
"(Reactome) Transport of Ribonucleoproteins into the Host Nucleus","REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS","DOWN",-0.115,-5.26,0.0016,0.006
"(PID) Visual signal transduction: Cones","PID_CONE_PATHWAY","DOWN",-0.16,-5.26,0.0016,0.006
"(Reactome) Glucose metabolism","REACTOME_GLUCOSE_METABOLISM","UP",0.413,5.25,0.00162,0.00605
"(Reactome) Meiosis","REACTOME_MEIOSIS","DOWN",-0.119,-5.24,0.00163,0.00608
"(KEGG) Dorso-ventral axis formation","KEGG_DORSO_VENTRAL_AXIS_FORMATION","UP",0.101,5.23,0.00164,0.0061
"(Reactome) RNA Polymerase III Transcription Initiation From Type 3 Promoter","REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER","DOWN",-0.106,-5.22,0.00166,0.00616
"(PID) p75(NTR)-mediated signaling","PID_P75_NTR_PATHWAY","DOWN",-0.2,-5.21,0.00167,0.00618
"(Reactome) CREB phosphorylation through the activation of Ras","REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS","DOWN",-0.184,-5.19,0.00171,0.00628
"(BioCarta) IL-10 Anti-inflammatory Signaling Pathway","BIOCARTA_IL10_PATHWAY","UP",0.255,5.18,0.00172,0.00631
"(PID) amb2 Integrin signaling","PID_AMB2_NEUTROPHILS_PATHWAY","DOWN",-0.153,-5.17,0.00174,0.00636
"(Reactome) Interleukin-2 signaling","REACTOME_IL_2_SIGNALING","UP",0.15,5.17,0.00175,0.00636
"(Reactome) Platelet sensitization by LDL","REACTOME_PLATELET_SENSITIZATION_BY_LDL","UP",0.124,5.16,0.00177,0.00643
"(Reactome) Pyruvate metabolism","REACTOME_PYRUVATE_METABOLISM","UP",0.324,5.15,0.00178,0.00643
"(Reactome) G1/S Transition","REACTOME_G1_S_TRANSITION","DOWN",-0.112,-5.14,0.0018,0.00649
"(PID) N-cadherin signaling events","PID_NCADHERIN_PATHWAY","DOWN",-0.227,-5.12,0.00184,0.0066
"(Reactome) Post-chaperonin tubulin folding pathway","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","UP",0.459,5.1,0.00188,0.0067
"(KEGG) Gap junction","KEGG_GAP_JUNCTION","UP",0.108,5.1,0.00188,0.0067
"(KEGG) Nicotinate and nicotinamide metabolism","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM","DOWN",-0.173,-5.1,0.00188,0.0067
"(BioCarta) Regulation of BAD phosphorylation","BIOCARTA_BAD_PATHWAY","UP",0.159,5.09,0.0019,0.00675
"(PID) Signaling events mediated by PTP1B","PID_PTP1B_PATHWAY","UP",0.13,5.08,0.00192,0.00679
"(PID) S1P2 pathway","PID_S1P_S1P2_PATHWAY","DOWN",-0.25,-5.08,0.00193,0.00679
"(PID) Signaling mediated by p38-alpha and p38-beta","PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY","UP",0.0947,5.07,0.00194,0.00681
"(PID) EPO signaling pathway","PID_EPO_PATHWAY","UP",0.103,5.05,0.00199,0.00696
"(KEGG) Fructose and mannose metabolism","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","UP",0.387,5.04,0.00201,0.00699
"(Reactome) M/G1 Transition","REACTOME_M_G1_TRANSITION","DOWN",-0.128,-5.03,0.00201,0.00699
"(BioCarta) Apoptotic Signaling in Response to DNA Damage","BIOCARTA_CHEMICAL_PATHWAY","DOWN",-0.0863,-5.03,0.00201,0.00699
"(PID) FoxO family signaling","PID_FOXO_PATHWAY","DOWN",-0.193,-5.03,0.00203,0.00702
"(Reactome) TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)","REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","DOWN",-0.14,-5.02,0.00204,0.00703
"(BioCarta) CTCF: First Multivalent Nuclear Factor","BIOCARTA_CTCF_PATHWAY","DOWN",-0.281,-5.02,0.00205,0.00704
"(Reactome) Global Genomic NER (GG-NER)","REACTOME_GLOBAL_GENOMIC_NER_GG_NER","DOWN",-0.171,-5.01,0.00205,0.00704
"(Reactome) HIV Life Cycle","REACTOME_HIV_LIFE_CYCLE","DOWN",-0.105,-5,0.00208,0.00713
"(Reactome) Regulation of KIT signaling","REACTOME_REGULATION_OF_KIT_SIGNALING","DOWN",-0.166,-4.99,0.00211,0.00718
"(KEGG) Colorectal cancer","KEGG_COLORECTAL_CANCER","DOWN",-0.25,-4.98,0.00212,0.0072
"(Reactome) Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","UP",0.203,4.98,0.00213,0.0072
"(BioCarta) Agrin in Postsynaptic Differentiation","BIOCARTA_AGR_PATHWAY","DOWN",-0.106,-4.98,0.00213,0.00721
"(PID) Syndecan-3-mediated signaling events","PID_SYNDECAN_3_PATHWAY","DOWN",-0.0887,-4.97,0.00215,0.00723
"(Reactome) Deadenylation of mRNA","REACTOME_DEADENYLATION_OF_MRNA","DOWN",-0.224,-4.97,0.00216,0.00724
"(PID) DNA-PK pathway in nonhomologous end joining","PID_DNA_PK_PATHWAY","DOWN",-0.163,-4.95,0.0022,0.00738
"(Reactome) Gluconeogenesis","REACTOME_GLUCONEOGENESIS","UP",0.551,4.94,0.00222,0.0074
"(BioCarta) Vitamin C in the Brain","BIOCARTA_VITCB_PATHWAY","UP",0.216,4.94,0.00222,0.0074
"(Reactome) Nucleotide Excision Repair","REACTOME_NUCLEOTIDE_EXCISION_REPAIR","DOWN",-0.166,-4.93,0.00224,0.00742
"(Reactome) Amine compound SLC transporters","REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS","DOWN",-0.134,-4.92,0.00227,0.00752
"(Reactome) Metabolism of RNA","REACTOME_METABOLISM_OF_RNA","DOWN",-0.101,-4.91,0.00228,0.00753
"(Reactome) Signaling by constitutively active EGFR","REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR","UP",0.114,4.9,0.00231,0.00758
"(Reactome) Heparan sulfate/heparin (HS-GAG) metabolism","REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM","UP",0.144,4.9,0.00231,0.00758
"(Reactome) G beta:gamma signalling through PI3Kgamma","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","UP",0.141,4.9,0.00232,0.0076
"(BioCarta) IL 3 signaling pathway","BIOCARTA_IL3_PATHWAY","UP",0.184,4.88,0.00236,0.00771
"(Reactome) ARMS-mediated activation","REACTOME_ARMS_MEDIATED_ACTIVATION","UP",0.0942,4.87,0.0024,0.00779
"(Reactome) Notch-HLH transcription pathway","REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY","DOWN",-0.211,-4.86,0.00241,0.0078
"(BioCarta) mCalpain and friends in Cell motility","BIOCARTA_MCALPAIN_PATHWAY","UP",0.188,4.86,0.00241,0.00781
"(KEGG) Dilated cardiomyopathy","KEGG_DILATED_CARDIOMYOPATHY","DOWN",-0.156,-4.85,0.00245,0.00788
"(KEGG) Glycine, serine and threonine metabolism","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","UP",0.407,4.84,0.00247,0.00795
"(Reactome) Metabolism of carbohydrates","REACTOME_METABOLISM_OF_CARBOHYDRATES","UP",0.139,4.83,0.0025,0.008
"(Reactome) Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","DOWN",-0.246,-4.82,0.00252,0.00804
"(Reactome) ABC-family proteins mediated transport","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","DOWN",-0.097,-4.79,0.0026,0.00826
"(BioCarta) Nitric Oxide Signaling Pathway","BIOCARTA_NOS1_PATHWAY","DOWN",-0.214,-4.79,0.0026,0.00826
"(Reactome) Signaling by Hippo","REACTOME_SIGNALING_BY_HIPPO","DOWN",-0.0914,-4.79,0.00261,0.00826
"(KEGG) Arginine and proline metabolism","KEGG_ARGININE_AND_PROLINE_METABOLISM","UP",0.326,4.78,0.00262,0.00828
"(Reactome) CDC6 association with the ORC:origin complex","REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX","DOWN",-0.136,-4.76,0.00268,0.00843
"(Reactome) Synthesis and interconversion of nucleotide di- and triphosphates","REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","UP",0.294,4.76,0.00268,0.00843
"(BioCarta) Roles of fl-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling","BIOCARTA_BARRESTIN_SRC_PATHWAY","UP",0.118,4.75,0.0027,0.00847
"(Naba) Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins ","NABA_MATRISOME","DOWN",-0.0995,-4.75,0.00272,0.00849
"(KEGG) Adherens junction","KEGG_ADHERENS_JUNCTION","DOWN",-0.15,-4.74,0.00273,0.00849
"(KEGG) Starch and sucrose metabolism","KEGG_STARCH_AND_SUCROSE_METABOLISM","UP",0.337,4.74,0.00273,0.00849
"(BioCarta) METS affect on Macrophage Differentiation","BIOCARTA_ETS_PATHWAY","DOWN",-0.282,-4.73,0.00277,0.00858
"(KEGG) TGF-beta signaling pathway","KEGG_TGF_BETA_SIGNALING_PATHWAY","DOWN",-0.201,-4.72,0.00281,0.00869
