"","Comparison","ensembl_gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","hgnc_symbol","percentage_gc_content","gene.length","Direction"
"3190","AD-NORMAL","ENSG00000143486",-0.0416006502780184,-0.0811529180815015,-0.00204838247453534,3.02791243503787,-2.06552075466589,0.0392907627353163,0.194749756547286,-4.11499034014793,"EIF2D",46.17,8064,"NONE"
"3191","AD-NORMAL","ENSG00000173406",-0.0596935720943974,-0.118754693018905,-0.00063245116988999,2.23551059003734,-1.9848455427569,0.0476040810074837,0.217074413136904,-4.11516368361391,"DAB1",40.83,7548,"NONE"
"3192","AD-NORMAL","ENSG00000149922",0.116704487570111,-0.00148134330220828,0.23489031844243,1.46972181203571,1.93920167142181,0.0529323150946105,0.229358704076097,-4.11521107572641,"TBX6",57.33,3137,"NONE"
"3193","AD-NORMAL","ENSG00000183837",-0.115602687435859,-0.223020305196431,-0.00818506967528766,4.71443752160799,-2.11345617758107,0.0349625343010508,0.183703245313392,-4.11528668983625,"PNMA3",60.7,3748,"NONE"
"3194","AD-NORMAL","ENSG00000256060",-0.0674389043823065,-0.135750445032436,0.000872636267822968,1.59731522162296,-1.93872968183446,0.0529899214525724,0.229358704076097,-4.11597003752386,"TRAPPC2B",50.95,1843,"NONE"
"3195","AD-NORMAL","ENSG00000136193",0.0442510300306251,0.00275272628134288,0.0857493337799074,5.62325262216931,2.09408291008541,0.0366600278988704,0.188631307393878,-4.11685662261916,"SCRN1",43.91,6046,"NONE"
"3196","AD-NORMAL","ENSG00000205744",-0.0795231794214362,-0.161088878909041,0.00204252006616883,1.15216577325881,-1.91463945354127,0.0560006439814325,0.235727852232271,-4.11768276965497,"DENND1C",55.66,4657,"NONE"
"3197","AD-NORMAL","ENSG00000140632",-0.0266080091408742,-0.0513469474691176,-0.00186907081263091,4.84413333588193,-2.11218598506067,0.0350717311271072,0.183844131522329,-4.11789202508401,"GLYR1",47.65,5470,"NONE"
"3198","AD-NORMAL","ENSG00000126947",-0.0549754873442136,-0.106089231218534,-0.00386174346989378,4.12337977771915,-2.1121863371987,0.035071700813853,0.183844131522329,-4.11812027993002,"ARMCX1",48.99,2141,"NONE"
"3199","AD-NORMAL","ENSG00000151778",0.0482606338438707,0.00336370746810827,0.0931575602196331,4.941554191966,2.11094658735799,0.0351785617538854,0.184033594493451,-4.11881451984803,"SERP2",44.49,1927,"NONE"
"3200","AD-NORMAL","ENSG00000204267",-0.0672204976859898,-0.133437912486027,-0.0010030828859531,2.33275868582228,-1.99356470295947,0.046639452367181,0.214912945553904,-4.11947453927193,"TAP2",43.88,6390,"NONE"
"3201","AD-NORMAL","ENSG00000022556",0.204711943619692,-0.00408062979871379,0.413504517038098,1.38957432086566,1.92543547015068,0.0546341777680607,0.232735339764079,-4.12130352074598,"NLRP2",49.09,6313,"NONE"
"3202","AD-NORMAL","ENSG00000260267",-0.0620267159669963,-0.125110778023325,0.00105734608933278,1.61399870899197,-1.93090083818147,0.0539531168758775,0.231602538806838,-4.12218152261039,"",59.88,3026,"NONE"
"3203","AD-NORMAL","ENSG00000230387",-0.179956790742857,-0.364228577419333,0.00431499593361903,1.29570026812499,-1.91783052317944,0.0555938070065982,0.23471104304056,-4.1232854472458,"",50.79,2347,"NONE"
"3204","AD-NORMAL","ENSG00000172466",0.0536740129555962,0.00374939718668088,0.103598628724511,4.05748308790769,2.11130107605316,0.0351479779963972,0.183996837896019,-4.1247343236191,"ZNF24",39.65,8257,"NONE"
"3205","AD-NORMAL","ENSG00000067601",-0.0725535084707163,-0.142400334891332,-0.00270668205010091,2.90510948929744,-2.03991735954403,0.0417839106083806,0.202703871929662,-4.12746203629226,"PMS2P4",43.32,1060,"NONE"
"3206","AD-NORMAL","ENSG00000102554",0.0862583521463565,-0.000733642704581122,0.173250346997294,1.80609191272586,1.94725443123255,0.051957530224778,0.227475981314518,-4.12768837393396,"KLF5",38.99,3893,"NONE"
"3207","AD-NORMAL","ENSG00000253764",-0.14466872646504,-0.281023216304505,-0.00831423662557559,3.34425464563048,-2.08356018093068,0.037611183866134,0.191369954483821,-4.12779556439646,"",65.14,804,"NONE"
"3208","AD-NORMAL","ENSG00000153561",0.0463263805731104,0.00319588583200256,0.0894568753142183,4.29031767016839,2.10933114020352,0.0353182240566905,0.184640554882718,-4.12819763638886,"RMND5A",40.38,6804,"NONE"
"3209","AD-NORMAL","ENSG00000139112",-0.0584732258751037,-0.11373236405678,-0.00321408769342778,5.95356839837289,-2.07803941116807,0.0381185740591005,0.192640001739634,-4.12866540003083,"GABARAPL1",44.11,4086,"NONE"
"3210","AD-NORMAL","ENSG00000147576",-0.123541849624752,-0.241004061168975,-0.00607963808052875,3.11721455975836,-2.06545985977946,0.0392965388027043,0.194749756547286,-4.12872249232653,"ADHFE1",43.01,3750,"NONE"
"3211","AD-NORMAL","ENSG00000279789",0.0774568077594529,0.00362539578568154,0.151288219733224,3.13362647007398,2.06024682622339,0.0397936975173991,0.196217597512402,-4.12878647204575,"",49.86,2194,"NONE"
"3212","AD-NORMAL","ENSG00000139352",0.114778853742254,0.00773772476950968,0.221819982714998,4.03360650764907,2.10577534135329,0.0356273099474587,0.185512948612323,-4.12931517401985,"ASCL1",51.29,2472,"NONE"
"3213","AD-NORMAL","ENSG00000272720",-0.0697889652565418,-0.135625824481691,-0.00395210603139254,3.359726446239,-2.08170165843236,0.0377813456560383,0.19180448504809,-4.12943643717322,"",48.15,1433,"NONE"
"3214","AD-NORMAL","ENSG00000154889",-0.0694044884871558,-0.138594129345485,-0.000214847628826578,2.17391729066615,-1.96991421901097,0.0492950232796184,0.220514764791214,-4.12959059076233,"MPPE1",45.88,7630,"NONE"
"3215","AD-NORMAL","ENSG00000272758",0.0847024148461177,0.000474428816541084,0.168930400875694,2.08151595900824,1.97487771527942,0.0487273970719875,0.219104971117305,-4.12972551871066,"",39.37,2891,"NONE"
"3216","AD-NORMAL","ENSG00000131196",0.102460737642058,-0.00269384751071426,0.207615322794831,1.23111679413255,1.91350718492984,0.0561455957087787,0.236210705781533,-4.12999537831609,"NFATC1",56.87,9068,"NONE"
"3217","AD-NORMAL","ENSG00000160862",0.198705550243147,0.0103891049638888,0.387021995522406,3.19476472214011,2.0721566494063,0.0386656428760597,0.193441940141903,-4.13024259312162,"AZGP1",48.42,2699,"NONE"
"3218","AD-NORMAL","ENSG00000175155",-0.0451653456648593,-0.0877969916983737,-0.00253369963134493,3.31544507930694,-2.08053042201854,0.0378889180878084,0.19199505809518,-4.13050581376047,"YPEL2",46.62,8667,"NONE"
"3219","AD-NORMAL","ENSG00000215305",-0.0361504466232061,-0.0698927786461843,-0.00240811460022788,3.79429293333695,-2.10396933684692,0.0357851797083917,0.185899664856929,-4.13245219956069,"VPS16",48.8,3364,"NONE"
"3220","AD-NORMAL","ENSG00000186615",-0.0677079669041503,-0.137091033056537,0.00167509924823604,1.36526354464813,-1.91640422047037,0.0557753435727171,0.235159687435739,-4.13326233594257,"KTN1-AS1",40.78,3595,"NONE"
"3221","AD-NORMAL","ENSG00000186272",-0.0504847427360695,-0.101193898075917,0.000224412603778396,1.98985684624129,-1.95512533932088,0.0510193505488259,0.224816156536872,-4.13342874333103,"ZNF17",47.68,3762,"NONE"
"3222","AD-NORMAL","ENSG00000106355",-0.0379307959894359,-0.0739621964623842,-0.00189939551648769,3.16700697506147,-2.06733876121024,0.0391186517509473,0.194553739023717,-4.13366106085603,"LSM5",39.73,4701,"NONE"
"3223","AD-NORMAL","ENSG00000128346",0.0711912786460596,-0.000615958801864575,0.142998516093984,1.84027481304268,1.94697066375364,0.0519916225486068,0.227475981314518,-4.13440403846747,"C22orf23",50.35,2299,"NONE"
"3224","AD-NORMAL","ENSG00000179841",-0.0863851702464906,-0.168399902038104,-0.00437043845487695,3.27934728605842,-2.06846491095072,0.0390123612241517,0.194385024067657,-4.13576309632213,"AKAP5",37.55,7512,"NONE"
"3225","AD-NORMAL","ENSG00000104140",-0.116735137276966,-0.234243831782285,0.000773557228352817,1.90096042085338,-1.95088841826748,0.0515225913971406,0.225950140430863,-4.13576887874379,"RHOV",62.28,1705,"NONE"
"3226","AD-NORMAL","ENSG00000136546",0.0876084179881812,-0.00350425953799018,0.178721095514353,0.833887465334203,1.88828638635631,0.0594563868307337,0.243717772566203,-4.13583502120177,"SCN7A",34.54,8196,"NONE"
"3227","AD-NORMAL","ENSG00000102024",-0.0529983474866889,-0.102426729651148,-0.00356996532222988,4.20595509168999,-2.10565281843991,0.0356380012807727,0.185512948612323,-4.13601407845573,"PLS3",38.9,4099,"NONE"
"3228","AD-NORMAL","ENSG00000167460",-0.045540816157593,-0.0880143482211932,-0.0030672840939928,4.22499363499112,-2.10563584416818,0.0356394826698407,0.185512948612323,-4.13637852593155,"TPM4",50.92,7414,"NONE"
"3229","AD-NORMAL","ENSG00000249684",-0.105672128108359,-0.212649053154712,0.00130479693799533,1.82739206568552,-1.93986352365862,0.0528516243520049,0.229325645880998,-4.13640221491086,"",51.22,1421,"NONE"
"3230","AD-NORMAL","ENSG00000272953",-0.0738599896844347,-0.146807361842767,-0.00091261752610218,2.38183079945531,-1.98838475433689,0.0472105182093323,0.216268476524334,-4.13645608160043,"",54.91,632,"NONE"
"3231","AD-NORMAL","ENSG00000203705",-0.0547385360215138,-0.106110248944145,-0.00336682309888212,3.55320166395614,-2.09252167190392,0.0367998381220913,0.189033301974741,-4.13862995206135,"TATDN3",40.66,3788,"NONE"
"3232","AD-NORMAL","ENSG00000261188",-0.0679268425883537,-0.133794983966012,-0.00205870121069564,2.78072022813899,-2.02519502787309,0.043277381268667,0.206648056521154,-4.13919126812847,"",42.72,2032,"NONE"
"3233","AD-NORMAL","ENSG00000176422",-0.0516505259983764,-0.1028871656474,-0.000413886349352396,2.29902323296407,-1.97967976171312,0.0481834798412998,0.217941512742028,-4.13971829017588,"SPRYD4",48.14,10779,"NONE"
"3234","AD-NORMAL","ENSG00000143552",0.153443247249854,-0.00463004120337007,0.311516535703077,1.19003209449572,1.90629507580283,0.0570762497147709,0.238395106111155,-4.1401398084581,"NUP210L",42.89,5889,"NONE"
"3235","AD-NORMAL","ENSG00000182858",-0.0430174142195878,-0.0868280671897589,0.000793238750583208,1.71962393367489,-1.92825918501941,0.0542814114310438,0.232130725759297,-4.14050827896049,"ALG12",55.69,5350,"NONE"
"3236","AD-NORMAL","ENSG00000070526",-0.12853878801799,-0.259146848734609,0.00206927269862756,1.66847090514014,-1.93270269889108,0.0537301428961464,0.231366161471877,-4.14249091203087,"ST6GALNAC1",48.62,3448,"NONE"
"3237","AD-NORMAL","ENSG00000105855",0.103991412584147,0.00582578404288989,0.202157041125403,3.40308732029894,2.08036174644622,0.0379044316206069,0.19199505809518,-4.14275804959067,"ITGB8",37.44,15156,"NONE"
"3238","AD-NORMAL","ENSG00000269825",0.10443013304308,-0.00239032272605143,0.211250588812212,1.49097659497898,1.91987183813657,0.0553348518569388,0.234361739345334,-4.14310365528454,"",41.71,2848,"NONE"
"3239","AD-NORMAL","ENSG00000198189",-0.0559271407420563,-0.108563295923081,-0.00329098556103199,3.53321258706745,-2.08660042541991,0.0373342358261513,0.190463127968749,-4.14321217714778,"HSD17B11",39.92,2435,"NONE"
"3240","AD-NORMAL","ENSG00000172346",0.106510995079909,0.00637906854717143,0.206642921612647,3.57166523484986,2.08892430759672,0.0371237191514012,0.189823115176444,-4.14442093050072,"CSDC2",55.8,3250,"NONE"
"3241","AD-NORMAL","ENSG00000117682",-0.0451372487074653,-0.0875890052417636,-0.002685492173167,3.5522784943662,-2.08804691467468,0.0372030813898122,0.189953698941384,-4.14492687563372,"DHDDS",45.47,5596,"NONE"
"3242","AD-NORMAL","ENSG00000175215",0.0777892557215489,0.00501701540621402,0.150561496036884,4.58644679934381,2.09920428750023,0.0362045843682144,0.18739291332534,-4.14495660959605,"CTDSP2",51.21,5442,"NONE"
"3243","AD-NORMAL","ENSG00000185043",-0.0648626147443903,-0.125499660156031,-0.00422556933274958,4.31723989592056,-2.10066719667322,0.0360753791572662,0.186990682906253,-4.14517174629552,"CIB1",56.35,1367,"NONE"
"3244","AD-NORMAL","ENSG00000160336",0.066285679320718,0.000642894785774048,0.131928463855662,2.36207846923594,1.9830494754199,0.0478048602310177,0.217238923432516,-4.14525429220768,"ZNF761",44.23,4714,"NONE"
"3245","AD-NORMAL","ENSG00000159214",-0.05087449957544,-0.0992446476582468,-0.00250435149263317,3.20080624909385,-2.06549223616604,0.0392934677128228,0.194749756547286,-4.1459501435047,"CCDC24",57.95,3554,"NONE"
"3246","AD-NORMAL","ENSG00000136205",0.120732333810903,0.00775888696462715,0.23370578065718,4.30695971364465,2.09868882463873,0.0362502045384942,0.187504783144311,-4.14608832865681,"TNS3",48.46,11797,"NONE"
"3247","AD-NORMAL","ENSG00000083312",0.0351204241886518,0.00220794802596427,0.0680329003513393,3.68184408942815,2.09555965549909,0.036528201777286,0.188411396996469,-4.14614184058666,"TNPO1",37.25,11977,"NONE"
"3248","AD-NORMAL","ENSG00000108379",-0.108307001517046,-0.214870459693664,-0.00174354334042875,2.54594758949118,-1.99594725469324,0.0463787500026478,0.214432223949865,-4.14650946219537,"WNT3",53.82,4334,"NONE"
"3249","AD-NORMAL","ENSG00000188295",0.0689973065921705,0.000225301535148131,0.137769311649193,2.31321449489127,1.9702497670363,0.049256475449687,0.220405443425826,-4.14708758218542,"ZNF669",43.07,1980,"NONE"
"3250","AD-NORMAL","ENSG00000132406",-0.0824255212849354,-0.159724078675657,-0.00512696389421377,3.71184512686574,-2.09406976876487,0.0366612028197819,0.188631307393878,-4.14724879929136,"TMEM128",41.69,1737,"NONE"
"3251","AD-NORMAL","ENSG00000237440",-0.0595302392002435,-0.117993822667143,-0.00106665573334401,2.61244382559351,-1.99964558969333,0.0459765093115701,0.213495556467312,-4.14747796419575,"ZNF737",39.46,3539,"NONE"
"3252","AD-NORMAL","ENSG00000008441",0.0373628217283599,0.00217627655008042,0.0725493669066394,5.4242233000786,2.08527757993617,0.0374545245455161,0.190827504215756,-4.14832017817545,"NFIX",55.28,6302,"NONE"
"3253","AD-NORMAL","ENSG00000231999",-0.0582970528714879,-0.116216039951939,-0.000378065791036671,2.34013334923797,-1.97663497490052,0.048527759611091,0.218458827920707,-4.14889629365359,"",40.74,2088,"NONE"
"3254","AD-NORMAL","ENSG00000118482",0.037449700489208,0.00226330820162995,0.0726360927767861,3.64571043936035,2.09013550155131,0.0370144012670265,0.189757409623324,-4.14928647307112,"PHF3",36.07,10378,"NONE"
"3255","AD-NORMAL","ENSG00000047932",-0.0322947681244452,-0.0625027331472391,-0.00208680310165135,4.19663953109332,-2.09947899728283,0.0361802916881548,0.18732924642382,-4.14952144476834,"GOPC",36.66,4628,"NONE"
"3256","AD-NORMAL","ENSG00000171311",-0.0376462904537966,-0.0731470281214499,-0.0021455527861434,3.50992001332612,-2.08250304365037,0.0377078924373454,0.191618408511312,-4.15028265438304,"EXOSC1",46.3,3345,"NONE"
"3257","AD-NORMAL","ENSG00000110711",0.0322045606288857,0.00202899059712897,0.0623801306606424,4.86204419103335,2.09586221934737,0.0365012425390346,0.188411396996469,-4.15034471811943,"AIP",56.24,1640,"NONE"
"3258","AD-NORMAL","ENSG00000279432",0.0843987693439914,-0.000661803219164134,0.169459341907147,1.94447234164166,1.94853695041947,0.0518036798574235,0.227055354391923,-4.1505925399527,"",39.69,3122,"NONE"
"3259","AD-NORMAL","ENSG00000117862",-0.0295886652865631,-0.0572737396489609,-0.00190359092416536,3.95764393565934,-2.09884571095309,0.036236314383333,0.187495020530654,-4.15077498854208,"TXNDC12",43.03,3630,"NONE"
"3260","AD-NORMAL","ENSG00000161542",-0.0404764163380666,-0.0786857210610231,-0.00226711161511017,3.4517320891259,-2.0803372848345,0.037906681868509,0.19199505809518,-4.15092614158258,"PRPSAP1",48.2,6939,"NONE"
"3261","AD-NORMAL","ENSG00000102452",-0.0449256254688155,-0.0874402412046875,-0.00241100973294347,3.40649522978304,-2.07518446508654,0.0383832408633776,0.192897754265501,-4.15118234114773,"NALCN",37.99,8951,"NONE"
"3262","AD-NORMAL","ENSG00000226445",0.0839173718701889,0.00234295080066334,0.165491792939714,2.82648235673776,2.02022019102606,0.0437921560236095,0.207736796005103,-4.15178326126982,"",50.35,980,"NONE"
"3263","AD-NORMAL","ENSG00000260160",0.0572593422652306,0.00162535843825733,0.112893326092204,2.77020135087596,2.02118947740339,0.0436914538342712,0.207442003887927,-4.15195987062688,"",42.96,675,"NONE"
"3264","AD-NORMAL","ENSG00000169507",0.0909574270422415,0.00437044562885047,0.177544408455633,3.24008635008074,2.06293906823996,0.0395362786446842,0.195318219072932,-4.15202863893282,"SLC38A11",35.5,5552,"NONE"
"3265","AD-NORMAL","ENSG00000025800",0.0412902559332187,0.00258577074515233,0.079994741121285,4.41777124987097,2.09501488554201,0.0365767850987824,0.188466442815365,-4.15226299790072,"KPNA6",44.21,7480,"NONE"
"3266","AD-NORMAL","ENSG00000028116",0.0834140614230461,-0.00132388558555942,0.168152008431652,1.76084538758978,1.93313490708589,0.0536767734722015,0.231306173354278,-4.15249076863472,"VRK2",35.24,3509,"NONE"
"3267","AD-NORMAL","ENSG00000183914",-0.0873818360560799,-0.178208533654321,0.00344486154216163,1.11296780185793,-1.8893328489409,0.0593158558438465,0.243450600141021,-4.15400431887431,"DNAH2",48.43,17231,"NONE"
"3268","AD-NORMAL","ENSG00000146070",-0.101635925887409,-0.205196466220141,0.0019246144453227,1.78875718262413,-1.927319758173,0.0543985618288737,0.232365308812917,-4.15491564719588,"PLA2G7",40.97,2026,"NONE"
"3269","AD-NORMAL","ENSG00000058866",0.0664054663481695,0.00292204228129987,0.129888890415039,3.17007606816553,2.05420755191486,0.0403763331707582,0.197907503745163,-4.15535441500493,"DGKG",44.7,10978,"NONE"
"3270","AD-NORMAL","ENSG00000106692",-0.0455375724357108,-0.0902541936667585,-0.000820951204663037,2.60509880927098,-1.99986982482347,0.0459522159073009,0.213460822147765,-4.15569809766902,"FKTN",37.44,8032,"NONE"
"3271","AD-NORMAL","ENSG00000163961",0.0380871383987413,0.00199443986285855,0.0741798369346241,3.43100324950594,2.07233433922366,0.0386490211357528,0.193441940141903,-4.15588332757006,"RNF168",42.36,5347,"NONE"
"3272","AD-NORMAL","ENSG00000131473",-0.0615575912137309,-0.11948722842899,-0.00362795399847218,3.87834276816281,-2.0868039112893,0.0373157617733994,0.190431073068367,-4.15609734281802,"ACLY",49.89,5217,"NONE"
"3273","AD-NORMAL","ENSG00000178694",-0.0541174857649017,-0.109126969287132,0.000891997757328254,1.8222729039914,-1.9319722212814,0.0538204438280748,0.23139409843614,-4.1571771538447,"NSUN3",37.97,5635,"NONE"
"3274","AD-NORMAL","ENSG00000109436",-0.0746746881352331,-0.145151045611396,-0.00419833065907034,3.68424987301015,-2.08080221393751,0.0378639320652872,0.191974191104139,-4.15724065806084,"TBC1D9",41.09,5603,"NONE"
"3275","AD-NORMAL","ENSG00000158825",0.16065355462807,0.0016154550851421,0.319691654170998,2.39879392658769,1.98376395706845,0.0477249042821641,0.217238923432516,-4.15735205974367,"CDA",48.54,963,"NONE"
"3276","AD-NORMAL","ENSG00000072858",-0.0938025428806588,-0.184800015005934,-0.00280507075538382,2.93606097555998,-2.02435240198283,0.0433642103115257,0.206648056521154,-4.15829615899227,"SIDT1",40.79,8060,"NONE"
"3277","AD-NORMAL","ENSG00000171055",-0.0311589112082284,-0.0603634548116264,-0.00195436760483051,3.99354785571336,-2.09523472644281,0.0365571727521931,0.188466442815365,-4.15852225849495,"FEZ2",40.54,8938,"NONE"
"3278","AD-NORMAL","ENSG00000157219",-0.110104607829338,-0.217500755947104,-0.00270845971157145,2.83379167732521,-2.01334232135921,0.0445123776894976,0.209661216514276,-4.15936535625304,"HTR5A",42.58,3009,"NONE"
"3279","AD-NORMAL","ENSG00000152404",0.0746168941881482,0.00408972854915941,0.145144059827137,4.57144706979814,2.07769393042718,0.0381505187750229,0.192676771349703,-4.15974030083061,"CWF19L2",36.3,3581,"NONE"
"3280","AD-NORMAL","ENSG00000008294",0.0519339780691972,0.00317715030105494,0.100690805837339,4.59068798083704,2.09178469975112,0.036865992627082,0.189186488445351,-4.15976039767284,"SPAG9",40,11963,"NONE"
"3281","AD-NORMAL","ENSG00000162910",-0.0649037995241262,-0.125791998086565,-0.00401560096168717,4.40198317673598,-2.09333063788143,0.0367273377940144,0.188722942000098,-4.15992345184519,"MRPL55",56.68,1886,"NONE"
"3282","AD-NORMAL","ENSG00000228638",0.0638649528105213,0.00263854582229342,0.125091359798749,3.14290305083303,2.04844663802278,0.0409388558425818,0.199835695127606,-4.16020897334781,"FCF1P2",40.48,583,"NONE"
"3283","AD-NORMAL","ENSG00000104490",-0.122827905437757,-0.238229489923671,-0.00742632095184272,4.40926884676981,-2.0901916461135,0.0370093405374886,0.189757409623324,-4.1602147286245,"NCALD",40.58,8042,"NONE"
"3284","AD-NORMAL","ENSG00000176896",0.0686512038332441,-0.00126673694040785,0.138569144606896,1.77038733100915,1.92823677661431,0.054284203392786,0.232130725759297,-4.16083147435213,"TCEANC",41.39,5231,"NONE"
"3285","AD-NORMAL","ENSG00000166377",-0.0499089618375637,-0.0982857339511644,-0.00153218972396291,2.9465908161231,-2.02601418851838,0.0431931114330455,0.206588975412003,-4.16147918026982,"ATP9B",41.82,14930,"NONE"
"3286","AD-NORMAL","ENSG00000099246",-0.0259103710190676,-0.0502408888646626,-0.00157985317347251,4.63025110829599,-2.09133262657751,0.0369066233210955,0.189332795697482,-4.16164491647715,"RAB18",36.66,6223,"NONE"
"3287","AD-NORMAL","ENSG00000108984",0.0706691871238201,-0.00212392119882931,0.143462295446469,1.48125429757769,1.90651692414694,0.0570474317192837,0.238395106111155,-4.16214746407796,"MAP2K6",41,6125,"NONE"
"3288","AD-NORMAL","ENSG00000196247",-0.0664570072931725,-0.135243289365819,0.00232927477947355,1.2799395976132,-1.8973164728308,0.0582527937016699,0.240859420437741,-4.16224231443782,"ZNF107",39.91,7162,"NONE"
"3289","AD-NORMAL","ENSG00000177406",-0.0779559381467091,-0.157736669276406,0.00182479298298774,1.65769938102896,-1.91889859062879,0.0554581891765676,0.234361739345334,-4.16260672120995,"",46.36,3530,"NONE"
"3290","AD-NORMAL","ENSG00000117477",0.0658335946217443,0.00350742593387648,0.128159763309612,3.66843594528008,2.07433058879005,0.0384627027464094,0.192897754265501,-4.16340343524012,"CCDC181",36.8,3961,"NONE"
"3291","AD-NORMAL","ENSG00000126214",-0.0409495536998969,-0.0795306318700521,-0.00236847552974176,3.76119693461422,-2.08437399529906,0.0375368790458023,0.191122420982555,-4.16393601801329,"KLC1",49.58,19251,"NONE"
"3292","AD-NORMAL","ENSG00000248738",-0.186550748300022,-0.382835114964531,0.00973361836448636,0.776682739883479,-1.86643176837748,0.0624551298171859,0.250705252346214,-4.16393894621446,"",50.44,4023,"NONE"
"3293","AD-NORMAL","ENSG00000166257",-0.0866417237813675,-0.168083702826207,-0.00519974473652776,4.78327679710326,-2.08919798941391,0.0370989935754937,0.189758801127304,-4.1641631181013,"SCN3B",45.94,9464,"NONE"
"3294","AD-NORMAL","ENSG00000151461",0.0620429356828609,0.00368916188601834,0.120396709479703,4.49941063866358,2.08796985890006,0.0372100581755736,0.189953698941384,-4.16426508247685,"UPF2",40.23,5906,"NONE"
"3295","AD-NORMAL","ENSG00000164169",-0.0467766677126393,-0.092674747918578,-0.000878587506700633,2.71302183812505,-2.00140782375006,0.045785882618072,0.213104521612356,-4.16482616014416,"PRMT9",39.69,4019,"NONE"
"3296","AD-NORMAL","ENSG00000164050",0.0993596418240004,0.00597222475852376,0.192747058889477,4.45899886464451,2.08940431389698,0.037080362640333,0.189757409623324,-4.16555810902567,"PLXNB1",59.78,9733,"NONE"
"3297","AD-NORMAL","ENSG00000181029",0.109291268247006,0.000866016125457378,0.217716520368555,2.39556790970516,1.97950160619089,0.0482035674107744,0.217941512742028,-4.16555956824137,"TRAPPC5",58.05,5669,"NONE"
"3298","AD-NORMAL","ENSG00000149557",0.0410338932901473,0.00211025063447651,0.0799575359458181,5.59720201762015,2.07028474218441,0.0388411180354406,0.194154371389312,-4.16623008618413,"FEZ1",43.19,5937,"NONE"
"3299","AD-NORMAL","ENSG00000275367",-0.126674039516176,-0.252670216287777,-0.000677862744574875,2.42456259119324,-1.97438156094713,0.0487838887841607,0.219169722950064,-4.16692818433928,"",48.36,3358,"NONE"
"3300","AD-NORMAL","ENSG00000259972",-0.054552213352661,-0.1082196669003,-0.000884759805021902,2.64805275632136,-1.99619158466065,0.046352084712809,0.214432223949865,-4.16745606205504,"",47.73,3297,"NONE"
"3301","AD-NORMAL","ENSG00000143891",0.0899547864486943,0.00241195921714125,0.177497613680247,2.79541544023816,2.01792277593235,0.0440316266367198,0.20843097206705,-4.16763025538991,"GALM",45.26,2790,"NONE"
"3302","AD-NORMAL","ENSG00000180370",0.0487411784602876,0.0029416996474375,0.0945406572731377,3.98428700803854,2.08995205379977,0.03703094090408,0.189757409623324,-4.16779264447069,"PAK2",41.7,6270,"NONE"
"3303","AD-NORMAL","ENSG00000088367",0.0551695901904408,0.00308005535372061,0.107259125027161,5.255973047275,2.0799366725714,0.0379435507983224,0.192003954331258,-4.16802577931326,"EPB41L1",49.98,9674,"NONE"
"3304","AD-NORMAL","ENSG00000218227",-0.106951828833178,-0.207828918987551,-0.00607473867880481,3.72846052904353,-2.08207563715311,0.0377470524128954,0.191725723329456,-4.16914832797526,"",55.16,591,"NONE"
"3305","AD-NORMAL","ENSG00000276293",0.0336954739506519,0.00171953181429128,0.0656714160870124,5.55882766402556,2.06942196093279,0.0389222243941066,0.194250500722153,-4.16966974817564,"PIP4K2B",49.36,6135,"NONE"
"3306","AD-NORMAL","ENSG00000102287",-0.194299458060059,-0.397234470476382,0.00863555435626479,1.02335017543306,-1.88024932032486,0.0605449524799116,0.246242254044033,-4.17008682683425,"GABRE",46.86,9612,"NONE"
"3307","AD-NORMAL","ENSG00000156958",0.0566631579899597,0.00015348576140288,0.113172830218516,2.36981366356199,1.96915009384666,0.0493829008343373,0.220718252913643,-4.17016610641792,"GALK2",38.36,7531,"NONE"
"3308","AD-NORMAL","ENSG00000179846",-0.0925615111722707,-0.19099894867229,0.00587592632774805,0.466107449630537,-1.84659208671967,0.0652849674475433,0.25674732843883,-4.17029449972334,"NKPD1",60.89,4310,"NONE"
"3309","AD-NORMAL","ENSG00000110628",-0.11014165895334,-0.223084066226693,0.00280074832001317,1.77884106532642,-1.91511742112683,0.0559395489653397,0.23566119050366,-4.17061484411147,"SLC22A18",61.48,5316,"NONE"
"3310","AD-NORMAL","ENSG00000229948",0.0846395154392621,-0.000203795405994994,0.169482826284519,2.21254600837703,1.95909905075543,0.0505511284864913,0.223636130865897,-4.17077791280055,"B3GALNT1P1",43.09,975,"NONE"
"3311","AD-NORMAL","ENSG00000196873",-0.0737753784802471,-0.150688249687846,0.00313749272735171,1.16543570671289,-1.88370658307459,0.0600746772290679,0.244892101512335,-4.17232884885903,"CBWD3",36.17,12319,"NONE"
"3312","AD-NORMAL","ENSG00000101438",-0.164658565415649,-0.329344651869079,2.75210377813362e-05,2.46542430025409,-1.96348800081618,0.0500381786899271,0.22231125975977,-4.1750406339175,"SLC32A1",60.86,2574,"NONE"
"3313","AD-NORMAL","ENSG00000204099",-0.0797945784821498,-0.159892804618387,0.000303647654087053,2.21992488400539,-1.95637146688272,0.0508721291920386,0.224380987425602,-4.17526178952218,"NEU4",65.6,4689,"NONE"
"3314","AD-NORMAL","ENSG00000246089",-0.0559286386423685,-0.11363341329296,0.00177613600822332,1.57725256564462,-1.90337049332769,0.057457287747167,0.23929989016048,-4.17549409213299,"",49.69,2934,"NONE"
