"","X","Direction","logFC.x","P.Value.x","adj.P.Val.x","assay.x","path_dir.x","logFC.y","P.Value.y","adj.P.Val.y","assay.y","path_dir.y","display_name"
"79","KEGG: REGULATION OF AUTOPHAGY","DOWN",-0.0925665208696538,1.98642249401263e-05,8.106390048896e-05,"Mayo","DOWN: KEGG_REGULATION_OF_AUTOPHAGY",-0.0783378011116137,0.00118771716361202,0.00434801870369988,"MSBB","DOWN: KEGG_REGULATION_OF_AUTOPHAGY","(KEGG) Regulation of autophagy"
"80","KEGG: RIBOFLAVIN METABOLISM","DOWN",-0.210140192583476,2.16941090428064e-08,2.49376942783328e-07,"Mayo","DOWN: KEGG_RIBOFLAVIN_METABOLISM",-0.201298191722804,3.38068594446516e-05,0.000309015824611268,"MSBB","DOWN: KEGG_RIBOFLAVIN_METABOLISM","(KEGG) Riboflavin metabolism"
"81","KEGG: RNA DEGRADATION","DOWN",-0.0901002213607633,3.56471740323577e-07,2.41280359339117e-06,"Mayo","DOWN: KEGG_RNA_DEGRADATION",-0.0613687839714778,0.000195850910173042,0.00103218722929036,"MSBB","DOWN: KEGG_RNA_DEGRADATION","(KEGG) RNA degradation"
"82","KEGG: RNA POLYMERASE","DOWN",-0.139996149839567,1.14578756570475e-07,9.48680054401693e-07,"Mayo","DOWN: KEGG_RNA_POLYMERASE",-0.161471006690891,7.77502925319573e-07,3.26237902890512e-05,"MSBB","DOWN: KEGG_RNA_POLYMERASE","(KEGG) RNA polymerase"
"83","KEGG: SELENOAMINO ACID METABOLISM","DOWN",-0.0540564663051237,0.000770189595914628,0.00201303417563558,"Mayo","DOWN: KEGG_SELENOAMINO_ACID_METABOLISM",-0.0849850296220471,5.11784730087403e-05,0.000396548433246531,"MSBB","DOWN: KEGG_SELENOAMINO_ACID_METABOLISM","(KEGG) Selenoamino acid metabolism"
"84","KEGG: TGF BETA SIGNALING PATHWAY","UP",0.149824851355321,9.25040891396992e-12,5.5512541886702e-10,"Mayo","UP: KEGG_TGF_BETA_SIGNALING_PATHWAY",0.143548014200004,9.92888453435903e-07,3.87226496840002e-05,"MSBB","UP: KEGG_TGF_BETA_SIGNALING_PATHWAY","(KEGG) TGF-beta signaling pathway"
"85","KEGG: TYPE II DIABETES MELLITUS","DOWN",-0.131083740353915,9.76760886370149e-05,0.000323945347188307,"Mayo","DOWN: KEGG_TYPE_II_DIABETES_MELLITUS",-0.142722553203635,0.000105585004266609,0.00067138290756485,"MSBB","DOWN: KEGG_TYPE_II_DIABETES_MELLITUS","(KEGG) Type II diabetes mellitus"
"86","KEGG: TYROSINE METABOLISM","DOWN",-0.114992679487047,1.10691776891661e-07,9.29496906664726e-07,"Mayo","DOWN: KEGG_TYROSINE_METABOLISM",-0.074318972306926,0.000307136626536505,0.00146077176035655,"MSBB","DOWN: KEGG_TYROSINE_METABOLISM","(KEGG) Tyrosine metabolism"
"87","KEGG: UBIQUITIN MEDIATED PROTEOLYSIS","DOWN",-0.0891895976704979,5.52973705524267e-11,2.42489210126197e-09,"Mayo","DOWN: KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",-0.0624810246878845,2.86892046791011e-05,0.000280001920400981,"MSBB","DOWN: KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS","(KEGG) Ubiquitin mediated proteolysis"
"88","NABA: PROTEOGLYCANS","UP",0.270725571425835,8.42648469792558e-11,3.21837351043351e-09,"Mayo","UP: NABA_PROTEOGLYCANS",0.224084630314959,7.87686025583058e-05,0.000551851886186933,"MSBB","UP: NABA_PROTEOGLYCANS","(Naba) Genes encoding proteoglycans"
"89","PID: A6B1 A6B4 INTEGRIN PATHWAY","UP",0.141989857168964,7.71998386513555e-08,7.03112376640037e-07,"Mayo","UP: PID_A6B1_A6B4_INTEGRIN_PATHWAY",0.126586095416775,4.02626247809965e-05,0.000336480507098328,"MSBB","UP: PID_A6B1_A6B4_INTEGRIN_PATHWAY","(PID) a6b1 and a6b4 Integrin signaling"
"90","PID: AJDISS 2PATHWAY","UP",0.104421231462769,3.76303263545042e-06,1.89592793207374e-05,"Mayo","UP: PID_AJDISS_2PATHWAY",0.111091098422378,2.49043367406167e-05,0.000262505171049744,"MSBB","UP: PID_AJDISS_2PATHWAY","(PID) Posttranslational regulation of adherens junction stability and dissassembly"
"91","PID: ALK1 PATHWAY","UP",0.168696019888506,2.84699304289845e-06,1.47843849245253e-05,"Mayo","UP: PID_ALK1_PATHWAY",0.190410288658317,2.28722891916716e-05,0.000254701820260295,"MSBB","UP: PID_ALK1_PATHWAY","(PID) ALK1 signaling events"
"92","PID: AMB2 NEUTROPHILS PATHWAY","UP",0.119960304800948,8.51509053141065e-06,3.81888908681447e-05,"Mayo","UP: PID_AMB2_NEUTROPHILS_PATHWAY",0.146813453701255,6.59695679378555e-05,0.000482402465545568,"MSBB","UP: PID_AMB2_NEUTROPHILS_PATHWAY","(PID) amb2 Integrin signaling"
"93","PID: ANGIOPOIETIN RECEPTOR PATHWAY","UP",0.205614756778687,2.14202274172892e-13,2.81794991800782e-11,"Mayo","UP: PID_ANGIOPOIETIN_RECEPTOR_PATHWAY",0.144200830149173,0.000278642987676122,0.00135274811444424,"MSBB","UP: PID_ANGIOPOIETIN_RECEPTOR_PATHWAY","(PID) Angiopoietin receptor Tie2-mediated signaling"
"94","PID: AP1 PATHWAY","UP",0.139111418369792,0.00017530013823153,0.000543338648340658,"Mayo","UP: PID_AP1_PATHWAY",0.167688026169421,0.0015760771757827,0.00541657514761086,"MSBB","UP: PID_AP1_PATHWAY","(PID) AP-1 transcription factor network"
"95","PID: ARF6 TRAFFICKING PATHWAY","UP",0.0629918796743791,0.000135453518816636,0.000429965057047983,"Mayo","UP: PID_ARF6_TRAFFICKING_PATHWAY",0.0717588678221701,0.000841196422483616,0.0032806660476861,"MSBB","UP: PID_ARF6_TRAFFICKING_PATHWAY","(PID) Arf6 trafficking events"
"96","PID: ATR PATHWAY","DOWN",-0.125942976267728,8.77184068209555e-11,3.24558105237535e-09,"Mayo","DOWN: PID_ATR_PATHWAY",-0.0809604589591804,0.000607375283263233,0.00250581850384125,"MSBB","DOWN: PID_ATR_PATHWAY","(PID) ATR signaling pathway"
"97","PID: AVB3 INTEGRIN PATHWAY","UP",0.0621956261790386,0.00094939292330677,0.00239676166566144,"Mayo","UP: PID_AVB3_INTEGRIN_PATHWAY",0.0914380576723756,0.00104131859111524,0.00390494471668217,"MSBB","UP: PID_AVB3_INTEGRIN_PATHWAY","(PID) Integrins in angiogenesis"
"98","PID: AVB3 OPN PATHWAY","UP",0.130062246906725,2.95133545372396e-07,2.0316169634937e-06,"Mayo","UP: PID_AVB3_OPN_PATHWAY",0.138281682312532,7.92538068630477e-05,0.000551946154939082,"MSBB","UP: PID_AVB3_OPN_PATHWAY","(PID) Osteopontin-mediated events"
"99","PID: BMP PATHWAY","UP",0.129972806236143,1.17391463670977e-09,2.52711805429884e-08,"Mayo","UP: PID_BMP_PATHWAY",0.11053699619788,7.47614201097955e-06,0.000125339945337984,"MSBB","UP: PID_BMP_PATHWAY","(PID) BMP receptor signaling"
"100","PID: CXCR4 PATHWAY","UP",0.0460927332180328,0.000925319464799926,0.00235608225015723,"Mayo","UP: PID_CXCR4_PATHWAY",0.0661660836958941,0.000476624891620305,0.00209643279396901,"MSBB","UP: PID_CXCR4_PATHWAY","(PID) CXCR4-mediated signaling events"
"101","PID: DELTA NP63 PATHWAY","UP",0.0995800774207101,2.56117061872622e-05,0.000100080066421513,"Mayo","UP: PID_DELTA_NP63_PATHWAY",0.105112795005853,0.00037116194628481,0.001716440621159,"MSBB","UP: PID_DELTA_NP63_PATHWAY","(PID) Validated transcriptional targets of deltaNp63 isoforms"
"102","PID: DNA PK PATHWAY","DOWN",-0.154283726000395,9.3771185619429e-12,5.5512541886702e-10,"Mayo","DOWN: PID_DNA_PK_PATHWAY",-0.0720908666091603,0.00166843542222618,0.00567462047675764,"MSBB","DOWN: PID_DNA_PK_PATHWAY","(PID) DNA-PK pathway in nonhomologous end joining"
"103","PID: ECADHERIN NASCENT AJ PATHWAY","UP",0.0472582414908285,0.00307136517078767,0.00700673672873334,"Mayo","UP: PID_ECADHERIN_NASCENT_AJ_PATHWAY",0.0754796557939005,3.66652030803344e-05,0.000315697080979934,"MSBB","UP: PID_ECADHERIN_NASCENT_AJ_PATHWAY","(PID) E-cadherin signaling in the nascent adherens junction"
"104","PID: ECADHERIN STABILIZATION PATHWAY","UP",0.100104435961611,2.67012066562623e-08,2.95460081130977e-07,"Mayo","UP: PID_ECADHERIN_STABILIZATION_PATHWAY",0.0690092182787476,0.00248955469824772,0.0077881791362295,"MSBB","UP: PID_ECADHERIN_STABILIZATION_PATHWAY","(PID) Stabilization and expansion of the E-cadherin adherens junction"
"105","PID: ERBB4 PATHWAY","UP",0.0394889846198929,0.00399480721475183,0.0087589847079003,"Mayo","UP: PID_ERBB4_PATHWAY",0.0911365965101091,1.66091838342425e-08,5.41155606518597e-06,"MSBB","UP: PID_ERBB4_PATHWAY","(PID) ErbB4 signaling events"
"106","PID: FAK PATHWAY","UP",0.103861769073805,2.73962966190017e-13,3.2437215196898e-11,"Mayo","UP: PID_FAK_PATHWAY",0.0824647950916504,6.86698908331751e-06,0.000121736468077779,"MSBB","UP: PID_FAK_PATHWAY","(PID) Signaling events mediated by focal adhesion kinase"
"107","PID: FCER1 PATHWAY","UP",0.0849769340866406,0.000467447787724942,0.00127819441262432,"Mayo","UP: PID_FCER1_PATHWAY",0.119623486106315,2.251839581446e-05,0.000253331952912675,"MSBB","UP: PID_FCER1_PATHWAY","(PID) Fc-epsilon receptor I signaling in mast cells"
"108","PID: FGF PATHWAY","UP",0.117314842011834,9.27724449058583e-09,1.32340451528357e-07,"Mayo","UP: PID_FGF_PATHWAY",0.0676083146796157,0.00148768025074386,0.00518031515884024,"MSBB","UP: PID_FGF_PATHWAY","(PID) FGF signaling pathway"
"109","PID: FOXO PATHWAY","UP",0.0866300121268614,6.56181891315783e-06,3.05873763510979e-05,"Mayo","UP: PID_FOXO_PATHWAY",0.0918478146380733,0.000133523276208059,0.000797052210017492,"MSBB","UP: PID_FOXO_PATHWAY","(PID) FoxO family signaling"
"110","PID: FRA PATHWAY","UP",0.207423157069873,1.55195485583403e-07,1.21747026790128e-06,"Mayo","UP: PID_FRA_PATHWAY",0.16964442575996,0.000558428883676899,0.00235870683719123,"MSBB","UP: PID_FRA_PATHWAY","(PID) Validated transcriptional targets of AP1 family members Fra1 and Fra2"
"111","PID: GLYPICAN 1PATHWAY","UP",0.296920657224912,2.16897713866537e-10,6.75807613731526e-09,"Mayo","UP: PID_GLYPICAN_1PATHWAY",0.172540404357178,0.00259867631152854,0.00800118759075894,"MSBB","UP: PID_GLYPICAN_1PATHWAY","(PID) Glypican 1 network"
"112","PID: GMCSF PATHWAY","UP",0.0792858348312006,0.00371090281140358,0.00825885136974029,"Mayo","UP: PID_GMCSF_PATHWAY",0.105670929897089,0.00216310867152816,0.0069528493013405,"MSBB","UP: PID_GMCSF_PATHWAY","(PID) GMCSF-mediated signaling events"
"113","PID: HES HEY PATHWAY","UP",0.0836556643327862,0.000537772199658259,0.00145370384565155,"Mayo","UP: PID_HES_HEY_PATHWAY",0.170027341185687,1.18888669152561e-07,2.31832904847493e-05,"MSBB","UP: PID_HES_HEY_PATHWAY","(PID) Notch-mediated HES/HEY network"
"114","PID: HIF1 TFPATHWAY","UP",0.159421088973496,7.05875241449876e-06,3.226858246628e-05,"Mayo","UP: PID_HIF1_TFPATHWAY",0.126190890688611,0.00132630093758602,0.0047310124907794,"MSBB","UP: PID_HIF1_TFPATHWAY","(PID) HIF-1-alpha transcription factor network"
"115","PID: HIF2PATHWAY","UP",0.116060281076196,0.00011123851591576,0.000360839459847287,"Mayo","UP: PID_HIF2PATHWAY",0.108688488582503,0.0018035972383685,0.00601199079456168,"MSBB","UP: PID_HIF2PATHWAY","(PID) HIF-2-alpha transcription factor network"
"116","PID: IFNG PATHWAY","UP",0.0427878574345153,0.00259345984815975,0.00600911244661673,"Mayo","UP: PID_IFNG_PATHWAY",0.0460251550957954,0.00266533953652457,0.0081209564003483,"MSBB","UP: PID_IFNG_PATHWAY","(PID) IFN-gamma pathway"
"117","PID: IL3 PATHWAY","UP",0.0723766840363999,0.00249814661722897,0.0058110129563833,"Mayo","UP: PID_IL3_PATHWAY",0.117873086366772,0.000356130191523041,0.00166668929632783,"MSBB","UP: PID_IL3_PATHWAY","(PID) IL3-mediated signaling events"
"118","PID: IL8 CXCR1 PATHWAY","DOWN",-0.105985350082364,0.000261495378194434,0.000766407308558071,"Mayo","DOWN: PID_IL8_CXCR1_PATHWAY",-0.107513535372308,0.000274585003940481,0.00133860189420985,"MSBB","DOWN: PID_IL8_CXCR1_PATHWAY","(PID) IL8- and CXCR1-mediated signaling events"
"119","PID: INTEGRIN A4B1 PATHWAY","UP",0.128387201866309,2.07926373988137e-07,1.51965942470342e-06,"Mayo","UP: PID_INTEGRIN_A4B1_PATHWAY",0.160020207661015,2.18170403245641e-05,0.000250254286075882,"MSBB","UP: PID_INTEGRIN_A4B1_PATHWAY","(PID) Alpha4 beta1 integrin signaling events"
"120","PID: INTEGRIN CS PATHWAY","UP",0.192407220259258,4.55026174435518e-09,7.48265264627296e-08,"Mayo","UP: PID_INTEGRIN_CS_PATHWAY",0.191660363549847,7.49897108859735e-06,0.000125339945337984,"MSBB","UP: PID_INTEGRIN_CS_PATHWAY","(PID) Integrin family cell surface interactions"
"121","PID: INTEGRIN3 PATHWAY","UP",0.112081728318921,1.85054565662126e-05,7.63430682034693e-05,"Mayo","UP: PID_INTEGRIN3_PATHWAY",0.135660167615379,0.00125438543270045,0.00452972517364051,"MSBB","UP: PID_INTEGRIN3_PATHWAY","(PID) Beta3 integrin cell surface interactions"
"122","PID: INTEGRIN4 PATHWAY","UP",0.260798923389438,2.07515160239133e-09,3.96287015682473e-08,"Mayo","UP: PID_INTEGRIN4_PATHWAY",0.279306695860351,8.829784742685e-06,0.000134166859077162,"MSBB","UP: PID_INTEGRIN4_PATHWAY","(PID) Alpha6 beta4 integrin-ligand interactions"
"123","PID: INTEGRIN5 PATHWAY","UP",0.19542260555042,2.76700910747244e-07,1.95008260907582e-06,"Mayo","UP: PID_INTEGRIN5_PATHWAY",0.318830485556607,2.43057416746202e-05,0.000262505171049744,"MSBB","UP: PID_INTEGRIN5_PATHWAY","(PID) Beta5 beta6 beta7 and beta8 integrin cell surface interactions"
"124","PID: LYSOPHOSPHOLIPID PATHWAY","UP",0.0376904722849012,0.0020623924864877,0.00489353247294876,"Mayo","UP: PID_LYSOPHOSPHOLIPID_PATHWAY",0.0711667926415071,1.14882671960556e-05,0.000158132619051588,"MSBB","UP: PID_LYSOPHOSPHOLIPID_PATHWAY","(PID) LPA receptor mediated events"
"125","PID: MYC REPRESS PATHWAY","UP",0.161903343604354,5.27498067476438e-07,3.33988081225723e-06,"Mayo","UP: PID_MYC_REPRESS_PATHWAY",0.195557369720179,4.73668462265336e-06,0.000108665117813812,"MSBB","UP: PID_MYC_REPRESS_PATHWAY","(PID) Validated targets of C-MYC transcriptional repression"
"126","PID: NECTIN PATHWAY","UP",0.097260780883103,4.7859280060487e-07,3.06299392387117e-06,"Mayo","UP: PID_NECTIN_PATHWAY",0.105699447694812,1.57657152849745e-05,0.000190862908965873,"MSBB","UP: PID_NECTIN_PATHWAY","(PID) Nectin adhesion pathway"
"127","PID: NFAT 3PATHWAY","DOWN",-0.0957006331728187,4.99701122168816e-06,2.45496318941028e-05,"Mayo","DOWN: PID_NFAT_3PATHWAY",-0.0836143109163765,0.00044399248494065,0.00199031113938912,"MSBB","DOWN: PID_NFAT_3PATHWAY","(PID) Role of Calcineurin-dependent NFAT signaling in lymphocytes"
"128","PID: NFKAPPAB CANONICAL PATHWAY","UP",0.148415210365095,1.71836330661287e-05,7.17676452910412e-05,"Mayo","UP: PID_NFKAPPAB_CANONICAL_PATHWAY",0.117139558959549,0.0015781608476206,0.00541657514761086,"MSBB","UP: PID_NFKAPPAB_CANONICAL_PATHWAY","(PID) Canonical NF-kappaB pathway"
"129","PID: PDGFRA PATHWAY","UP",0.177375409008796,6.20309066356489e-09,9.66376229692214e-08,"Mayo","UP: PID_PDGFRA_PATHWAY",0.128364265586603,0.000564291592241805,0.00237489626950688,"MSBB","UP: PID_PDGFRA_PATHWAY","(PID) PDGFR-alpha signaling pathway"
"130","PID: PDGFRB PATHWAY","UP",0.0645384939456008,1.03089286407235e-08,1.43597311889607e-07,"Mayo","UP: PID_PDGFRB_PATHWAY",0.0736229247260526,7.04520306635446e-06,0.000123028172949772,"MSBB","UP: PID_PDGFRB_PATHWAY","(PID) PDGFR-beta signaling pathway"
"131","PID: PLK1 PATHWAY","DOWN",-0.0953256878453667,2.94493050759527e-08,3.19889699173651e-07,"Mayo","DOWN: PID_PLK1_PATHWAY",-0.0599908140500786,0.00108872732770143,0.00405672284525691,"MSBB","DOWN: PID_PLK1_PATHWAY","(PID) PLK1 signaling events"
"132","PID: PTP1B PATHWAY","UP",0.20409360033157,7.42538086613124e-12,5.17155937970552e-10,"Mayo","UP: PID_PTP1B_PATHWAY",0.170693411434605,1.58236770681108e-05,0.000190862908965873,"MSBB","UP: PID_PTP1B_PATHWAY","(PID) Signaling events mediated by PTP1B"
"133","PID: RXR VDR PATHWAY","UP",0.0734887519359652,0.0011465894081688,0.00285202071275601,"Mayo","UP: PID_RXR_VDR_PATHWAY",0.0958748159011584,0.000835272508966765,0.00327942562245341,"MSBB","UP: PID_RXR_VDR_PATHWAY","(PID) RXR and RAR heterodimerization with other nuclear receptor"
"134","PID: S1P META PATHWAY","UP",0.0757115589385877,0.000449000336376599,0.00123631720527882,"Mayo","UP: PID_S1P_META_PATHWAY",0.0908109190546141,0.00241880726522983,0.00762804447525311,"MSBB","UP: PID_S1P_META_PATHWAY","(PID) Sphingosine 1-phosphate (S1P) pathway"
"135","PID: S1P S1P1 PATHWAY","UP",0.0885547888309616,8.77429448349486e-05,0.000293467928487512,"Mayo","UP: PID_S1P_S1P1_PATHWAY",0.123126364194787,8.16312721939343e-06,0.00012906566009041,"MSBB","UP: PID_S1P_S1P1_PATHWAY","(PID) S1P1 pathway"
"136","PID: S1P S1P3 PATHWAY","UP",0.18484405925969,5.30834211651515e-10,1.33725043956467e-08,"Mayo","UP: PID_S1P_S1P3_PATHWAY",0.142466139940826,8.51671771879739e-06,0.000132860796413239,"MSBB","UP: PID_S1P_S1P3_PATHWAY","(PID) S1P3 pathway"
"137","PID: SHP2 PATHWAY","UP",0.0827384520571972,8.61590897850269e-07,5.07524190574487e-06,"Mayo","UP: PID_SHP2_PATHWAY",0.0790470489582653,1.95260364558956e-05,0.000226192699538592,"MSBB","UP: PID_SHP2_PATHWAY","(PID) SHP2 signaling"
"138","PID: SMAD2 3NUCLEAR PATHWAY","UP",0.084579643570808,9.88714999514023e-05,0.000326994011012459,"Mayo","UP: PID_SMAD2_3NUCLEAR_PATHWAY",0.102571458495271,3.47295946928586e-05,0.000310290276637207,"MSBB","UP: PID_SMAD2_3NUCLEAR_PATHWAY","(PID) Regulation of nuclear SMAD2/3 signaling"
"139","PID: SMAD2 3PATHWAY","UP",0.0684017705358397,0.000358556001604512,0.00102791841622214,"Mayo","UP: PID_SMAD2_3PATHWAY",0.0891026483200771,6.89507214600755e-05,0.000501070460299928,"MSBB","UP: PID_SMAD2_3PATHWAY","(PID) Regulation of cytoplasmic and nuclear SMAD2/3 signaling"
"140","PID: SYNDECAN 4 PATHWAY","UP",0.18502496710751,1.80912018210123e-09,3.51147261575058e-08,"Mayo","UP: PID_SYNDECAN_4_PATHWAY",0.169539211400861,0.000111341791058821,0.000689258706554605,"MSBB","UP: PID_SYNDECAN_4_PATHWAY","(PID) Syndecan-4-mediated signaling events"
"141","PID: TGFBR PATHWAY","UP",0.111593467241653,1.7481536774486e-08,2.11205505520321e-07,"Mayo","UP: PID_TGFBR_PATHWAY",0.115991488567072,2.8380966575801e-07,2.76714424114059e-05,"MSBB","UP: PID_TGFBR_PATHWAY","(PID) TGF-beta receptor signaling"
"142","PID: UPA UPAR PATHWAY","UP",0.214264917684722,7.68331931982794e-11,3.03235002489209e-09,"Mayo","UP: PID_UPA_UPAR_PATHWAY",0.160191509304265,0.000143673287663808,0.000840488732833277,"MSBB","UP: PID_UPA_UPAR_PATHWAY","(PID) Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling"
"143","REACTOME: A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS","UP",0.22657089396666,1.61681098806672e-09,3.24458340656102e-08,"Mayo","UP: REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",0.16474865846652,0.00053818835790195,0.00231500139244589,"MSBB","UP: REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS","(Reactome) A tetrasaccharide linker sequence is required for GAG synthesis"
"144","REACTOME: ACTIVATED TAK1 MEDIATES P38 MAPK ACTIVATION","UP",0.0928087493011041,1.14777811063334e-06,6.50224537315731e-06,"Mayo","UP: REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.105439737641744,0.000206130617858131,0.0010766643879197,"MSBB","UP: REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION","(Reactome) activated TAK1 mediates p38 MAPK activation"
"145","REACTOME: ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS","DOWN",-0.205543053063274,2.13970242686312e-12,1.94877513338918e-10,"Mayo","DOWN: REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",-0.140337451902985,4.75398432026232e-05,0.000380598507630765,"MSBB","DOWN: REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS","(Reactome) Activation of ATR in response to replication stress"
"146","REACTOME: ACTIVATION OF NF KAPPAB IN B CELLS","DOWN",-0.0450162790573563,0.00254560050513798,0.00590978627075171,"Mayo","DOWN: REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS",-0.0821718412381409,0.000157802856666831,0.000891929189856,"MSBB","DOWN: REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS","(Reactome) Activation of NF-kappaB in B Cells"
"147","REACTOME: ACTIVATION OF THE PRE REPLICATIVE COMPLEX","DOWN",-0.18457086213737,3.09580006327827e-10,8.52424947656156e-09,"Mayo","DOWN: REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",-0.104976128353231,0.000609047993428412,0.00250581850384125,"MSBB","DOWN: REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX","(Reactome) Activation of the pre-replicative complex"
"148","REACTOME: ADHERENS JUNCTIONS INTERACTIONS","DOWN",-0.0887741155696902,7.6679389423029e-05,0.000262394211204816,"Mayo","DOWN: REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",-0.121106547082844,0.000255236360597201,0.00126002760294821,"MSBB","DOWN: REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","(Reactome) Adherens junctions interactions"
"149","REACTOME: AMINE LIGAND BINDING RECEPTORS","DOWN",-0.216922619900277,0.000283417111362338,0.000824486142144983,"Mayo","DOWN: REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",-0.215672358808177,0.00326783328583421,0.00978359870693091,"MSBB","DOWN: REACTOME_AMINE_LIGAND_BINDING_RECEPTORS","(Reactome) Amine ligand-binding receptors"
"150","REACTOME: ANTIGEN PROCESSING UBIQUITINATION PROTEASOME DEGRADATION","DOWN",-0.0726366228576345,1.56734148356197e-08,1.94226927539045e-07,"Mayo","DOWN: REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",-0.0872945478426945,2.2246970895605e-07,2.76714424114059e-05,"MSBB","DOWN: REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","(Reactome) Antigen processing: Ubiquitination & Proteasome degradation"
"151","REACTOME: APC C CDC20 MEDIATED DEGRADATION OF CYCLIN B","DOWN",-0.125915286268143,8.4887656633601e-08,7.59586969909259e-07,"Mayo","DOWN: REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",-0.133400217544939,2.78571232235137e-06,7.24285203811356e-05,"MSBB","DOWN: REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B","(Reactome) APC/C:Cdc20 mediated degradation of Cyclin B"
"152","REACTOME: APC C CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS","DOWN",-0.0834051245996101,5.57551084798088e-05,0.000199438212809951,"Mayo","DOWN: REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS",-0.121991117677718,7.1606026795741e-06,0.000123204487280907,"MSBB","DOWN: REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS","(Reactome) APC/C:Cdc20 mediated degradation of mitotic proteins"
"153","REACTOME: APC C CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1","DOWN",-0.08096598936093,5.90985405827102e-05,0.000210761060391352,"Mayo","DOWN: REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",-0.116185803409881,6.80414282032155e-06,0.000121736468077779,"MSBB","DOWN: REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","(Reactome) APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"
"154","REACTOME: APC CDC20 MEDIATED DEGRADATION OF NEK2A","DOWN",-0.121390893149432,9.42424154335351e-07,5.46975587614243e-06,"Mayo","DOWN: REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",-0.12388729853837,5.53296831263294e-06,0.000116496867074832,"MSBB","DOWN: REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A","(Reactome) APC-Cdc20 mediated degradation of Nek2A"
"155","REACTOME: ASSEMBLY OF THE PRE REPLICATIVE COMPLEX","DOWN",-0.0977036412234549,5.4926191742157e-06,2.67490153219729e-05,"Mayo","DOWN: REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX",-0.109386956151696,7.29410119513073e-05,0.000523564318914292,"MSBB","DOWN: REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX","(Reactome) Assembly of the pre-replicative complex"
"156","REACTOME: ASSOCIATION OF LICENSING FACTORS WITH THE PRE REPLICATIVE COMPLEX","DOWN",-0.152141638461256,8.92836938171524e-09,1.28916943267693e-07,"Mayo","DOWN: REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX",-0.105177700271729,0.00088573201718735,0.00340561863753913,"MSBB","DOWN: REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX","(Reactome) Association of licensing factors with the pre-replicative complex"
