Gene.ID	ensembl_gene_id	position	hgnc_symbol	percentage_gc_content	gene.length
ENSG00000249476.1	ENSG00000249476	1		42.43	5471
ENSG00000198961.9	ENSG00000198961	9	PJA2	37.66	5217
ENSG00000248867.1	ENSG00000248867	1		41.54	403
ENSG00000251367.1	ENSG00000251367	1		40.67	600
ENSG00000248876.1	ENSG00000248876	1		32.12	744
ENSG00000248440.1	ENSG00000248440	1		28.49	566
ENSG00000214794.4	ENSG00000214794	4	KRT18P42	55.46	1255
ENSG00000281444.1	ENSG00000281444	1	NA	NA	NA
ENSG00000266090.1	ENSG00000266090	1	NA	NA	NA
ENSG00000271849.1	ENSG00000271849	1		38.45	528
ENSG00000112893.9	ENSG00000112893	9	MAN2A1	36.58	11815
ENSG00000202512.1	ENSG00000202512	1	RN7SKP230	47.46	335
ENSG00000249068.1	ENSG00000249068	1		40.18	565
ENSG00000254106.1	ENSG00000254106	1		43.69	518
ENSG00000253224.1	ENSG00000253224	1	PGAM5P1	60.93	814
ENSG00000186952.14	ENSG00000186952	14	TMEM232	36.01	9563
ENSG00000221436.1	ENSG00000221436	1	MIR548F3	29.89	87
ENSG00000207177.1	ENSG00000207177	1		47.76	134
ENSG00000164209.16	ENSG00000164209	16	SLC25A46	35.23	8283
ENSG00000270779.1	ENSG00000270779	1		38.37	430
ENSG00000248966.1	ENSG00000248966	1	BCLAF1P1	41.57	2752
ENSG00000248428.1	ENSG00000248428	1		38.09	697
ENSG00000251627.1	ENSG00000251627	1		53.87	904
ENSG00000145777.14	ENSG00000145777	14	TSLP	43.11	4282
ENSG00000253613.2	ENSG00000253613	2		39.39	442
ENSG00000134987.11	ENSG00000134987	11	WDR36	33.98	7656
ENSG00000250728.1	ENSG00000250728	1		43.23	458
ENSG00000214784.4	ENSG00000214784	4		42.35	817
ENSG00000152495.10	ENSG00000152495	10	CAMK4	37.31	13910
ENSG00000249318.1	ENSG00000249318	1		39.94	438
ENSG00000248268.1	ENSG00000248268	1		36.84	565
ENSG00000164211.12	ENSG00000164211	12	STARD4	36.15	5684
ENSG00000246859.2	ENSG00000246859	2	STARD4-AS1	39.54	5647
ENSG00000221310.1	ENSG00000221310	1	NA	NA	NA
ENSG00000249619.1	ENSG00000249619	1	HMGN1P13	41.3	138
ENSG00000251099.2	ENSG00000251099	2		46.63	163
ENSG00000134986.13	ENSG00000134986	13	NREP	38.48	9337
ENSG00000253057.1	ENSG00000253057	1	RN7SKP57	44.71	293
ENSG00000249439.1	ENSG00000249439	1	HMGN1P14	33.27	517
ENSG00000250095.5	ENSG00000250095	5	NREP-AS1	38.33	851
ENSG00000129595.12	ENSG00000129595	12	EPB41L4A	39.29	8582
ENSG00000224032.6	ENSG00000224032	6	EPB41L4A-AS1	43.19	3344
ENSG00000238363.1	ENSG00000238363	1	SNORA13	40.6	133
ENSG00000250882.1	ENSG00000250882	1		36.84	457
ENSG00000251187.5	ENSG00000251187	5		39.82	1167
ENSG00000251076.1	ENSG00000251076	1		38.33	711
ENSG00000248350.1	ENSG00000248350	1		40.28	211
ENSG00000278921.2	ENSG00000278921	2	EPB41L4A-AS2	61.82	1396
ENSG00000248430.1	ENSG00000248430	1	HMGB3P16	45.3	287
ENSG00000251014.1	ENSG00000251014	1		50.09	533
ENSG00000250358.5	ENSG00000250358	5		41.5	950
ENSG00000134982.16	ENSG00000134982	16	APC	37.63	12440
ENSG00000250045.2	ENSG00000250045	2	CBX3P3	38.91	532
ENSG00000212370.1	ENSG00000212370	1	RNU6-482P	42.99	107
ENSG00000258864.1	ENSG00000258864	1		39.75	694
ENSG00000272869.5	ENSG00000272869	5		41.92	2174
ENSG00000153037.13	ENSG00000153037	13	SRP19	41.11	3598
ENSG00000129625.12	ENSG00000129625	12	REEP5	41.72	4230
ENSG00000249947.2	ENSG00000249947	2	XBP1P1	49.23	652
ENSG00000212643.2	ENSG00000212643	2	ZRSR1	44.71	1673
ENSG00000270067.1	ENSG00000270067	1		43.05	669
ENSG00000279522.1	ENSG00000279522	1		44.28	1599
ENSG00000272389.1	ENSG00000272389	1		39.83	349
ENSG00000266499.1	ENSG00000266499	1	NA	NA	NA
ENSG00000172795.15	ENSG00000172795	15	DCP2	37.79	9951
ENSG00000171444.17	ENSG00000171444	17	MCC	41.55	10746
ENSG00000232633.4	ENSG00000232633	4		39.82	4194
ENSG00000277074.1	ENSG00000277074	1	NA	NA	NA
ENSG00000212122.3	ENSG00000212122	3	TSSK1B	52.38	2478
ENSG00000251741.1	ENSG00000251741	1	RNU4ATAC13P	45.24	126
ENSG00000047188.15	ENSG00000047188	15	YTHDC2	34.67	10816
ENSG00000251628.1	ENSG00000251628	1		53.29	570
ENSG00000222706.1	ENSG00000222706	1	RN7SKP89	53.72	242
ENSG00000080709.14	ENSG00000080709	14	KCNN2	38.35	3864
ENSG00000246316.7	ENSG00000246316	7		37	708
ENSG00000251542.1	ENSG00000251542	1		36.13	751
ENSG00000251132.1	ENSG00000251132	1		44.21	622
ENSG00000250242.1	ENSG00000250242	1		49.32	584
ENSG00000152503.9	ENSG00000152503	9	TRIM36	40.18	6113
ENSG00000250472.1	ENSG00000250472	1	TRIM36-IT1	29.63	881
ENSG00000249791.1	ENSG00000249791	1		31.35	370
ENSG00000164219.9	ENSG00000164219	9	PGGT1B	35.39	10064
ENSG00000271797.1	ENSG00000271797	1		53.6	944
ENSG00000243304.3	ENSG00000243304	3		58.29	796
ENSG00000164221.12	ENSG00000164221	12	CCDC112	36.27	3289
ENSG00000250197.1	ENSG00000250197	1	HMGN1P15	43.05	295
ENSG00000249026.2	ENSG00000249026	2	CTNNA1P1	48.24	2728
ENSG00000248722.1	ENSG00000248722	1	AK3P4	45.63	583
ENSG00000249944.1	ENSG00000249944	1		34.56	298
ENSG00000249433.1	ENSG00000249433	1		33.96	265
ENSG00000250444.1	ENSG00000250444	1	CCT5P1	46.29	1618
ENSG00000145780.7	ENSG00000145780	7	FEM1C	35.62	5816
ENSG00000251201.8	ENSG00000251201	8	TMED7-TICAM2	37.42	3728
ENSG00000243414.5	ENSG00000243414	5	TICAM2	38.26	3244
ENSG00000249249.1	ENSG00000249249	1		35.84	1218
ENSG00000134970.13	ENSG00000134970	13	TMED7	37.91	3894
ENSG00000249021.1	ENSG00000249021	1		35.84	706
ENSG00000248709.1	ENSG00000248709	1		37.01	643
ENSG00000251118.1	ENSG00000251118	1		49.5	404
ENSG00000222598.1	ENSG00000222598	1	RNU2-49P	42.93	184
ENSG00000129596.4	ENSG00000129596	4	CDO1	40.48	2189
ENSG00000145782.12	ENSG00000145782	12	ATG12	36.61	8888
ENSG00000177879.14	ENSG00000177879	14	AP3S1	36.62	3198
ENSG00000280329.1	ENSG00000280329	1		35.96	63
ENSG00000172901.19	ENSG00000172901	19	LVRN	37.71	6636
ENSG00000248295.2	ENSG00000248295	2	DDX43P1	39.76	1763
ENSG00000268714.3	ENSG00000268714	3		38.63	420
ENSG00000221778.2	ENSG00000221778	2	NA	NA	NA
ENSG00000268223.3	ENSG00000268223	3	ARL14EPL	38.5	1914
ENSG00000220996.1	ENSG00000220996	1	NA	NA	NA
ENSG00000185641.6	ENSG00000185641	6		47.72	373
ENSG00000272265.1	ENSG00000272265	1		41.43	461
ENSG00000271918.1	ENSG00000271918	1		52.67	1610
ENSG00000145781.8	ENSG00000145781	8	COMMD10	37.46	2464
ENSG00000212457.1	ENSG00000212457	1	RNU6-644P	37.76	98
ENSG00000232916.1	ENSG00000232916	1	HMGN2P27	50.74	270
ENSG00000250015.1	ENSG00000250015	1		41.33	206
ENSG00000092421.16	ENSG00000092421	16	SEMA6A	40.58	10956
ENSG00000248445.5	ENSG00000248445	5	SEMA6A-AS1	39.5	2829
ENSG00000239528.1	ENSG00000239528	1	RPS14P8	53.12	369
ENSG00000249167.1	ENSG00000249167	1		41.65	482
ENSG00000197575.6	ENSG00000197575	6	RPS17P2	50	408
ENSG00000251311.1	ENSG00000251311	1		41.44	707
ENSG00000249150.1	ENSG00000249150	1		38.56	553
ENSG00000250650.1	ENSG00000250650	1		34.85	132
ENSG00000250949.1	ENSG00000250949	1		38.83	420
ENSG00000243758.1	ENSG00000243758	1	RPL35AP15	41	339
ENSG00000248663.6	ENSG00000248663	6	LINC00992	34.4	1144
ENSG00000251477.1	ENSG00000251477	1		39.43	926
ENSG00000249582.1	ENSG00000249582	1	RPL7L1P4	44.84	707
ENSG00000281682.1	ENSG00000281682	1	NA	NA	NA
ENSG00000249797.1	ENSG00000249797	1		35.33	1319
ENSG00000250427.1	ENSG00000250427	1		50.18	1223
ENSG00000250891.1	ENSG00000250891	1		37.65	3385
ENSG00000249551.1	ENSG00000249551	1		44.52	581
ENSG00000249128.1	ENSG00000249128	1		37.72	543
ENSG00000238904.1	ENSG00000238904	1	RNU7-34P	37.5	64
ENSG00000249426.1	ENSG00000249426	1		39.55	497
ENSG00000169570.9	ENSG00000169570	9	DTWD2	37.76	4617
ENSG00000197744.5	ENSG00000197744	5	PTMAP2	51.99	327
ENSG00000249494.5	ENSG00000249494	5		40.19	1335
ENSG00000250678.1	ENSG00000250678	1		44.72	483
ENSG00000250928.1	ENSG00000250928	1		45.9	586
ENSG00000172869.14	ENSG00000172869	14	DMXL1	37.58	13680
ENSG00000248885.1	ENSG00000248885	1		39.99	1271
ENSG00000248979.2	ENSG00000248979	2	LAMTOR3P2	36.64	232
ENSG00000206786.1	ENSG00000206786	1	RNU6-701P	40.19	107
ENSG00000264536.1	ENSG00000264536	1	MIR5706	45	80
ENSG00000275541.1	ENSG00000275541	1	NA	NA	NA
ENSG00000266587.1	ENSG00000266587	1	NA	NA	NA
ENSG00000145779.7	ENSG00000145779	7	TNFAIP8	41.46	9591
ENSG00000243333.3	ENSG00000243333	3	RN7SL174P	55.02	289
ENSG00000281463.1	ENSG00000281463	1	NA	NA	NA
ENSG00000202092.1	ENSG00000202092	1	RNA5SP190	56.78	118
ENSG00000133835.14	ENSG00000133835	14	HSD17B4	37.34	8231
ENSG00000213663.4	ENSG00000213663	4		41.81	476
ENSG00000249919.1	ENSG00000249919	1	FABP5P6	39.61	409
ENSG00000164334.15	ENSG00000164334	15	FAM170A	48.53	1378
ENSG00000250895.1	ENSG00000250895	1		49.79	478
ENSG00000234259.3	ENSG00000234259	3		57.69	884
ENSG00000251293.1	ENSG00000251293	1		34.52	433
ENSG00000251975.1	ENSG00000251975	1	RNU6-718P	34.29	105
ENSG00000261036.1	ENSG00000261036	1		36.27	517
ENSG00000184838.14	ENSG00000184838	14	PRR16	35.51	2274
ENSG00000270741.1	ENSG00000270741	1	PRELID3BP8	37.29	295
ENSG00000222609.1	ENSG00000222609	1	RNU4-69P	37.76	143
ENSG00000248927.1	ENSG00000248927	1		33.52	1114
ENSG00000251135.2	ENSG00000251135	2		37.79	885
ENSG00000248853.1	ENSG00000248853	1		44.39	666
ENSG00000250847.1	ENSG00000250847	1		40.26	231
ENSG00000229855.8	ENSG00000229855	8		34.87	2713
ENSG00000279860.1	ENSG00000279860	1		32.21	2313
ENSG00000244088.1	ENSG00000244088	1	RPL23AP44	45.45	473
ENSG00000213661.3	ENSG00000213661	3		55.97	561
ENSG00000249600.1	ENSG00000249600	1		37.2	500
ENSG00000181867.2	ENSG00000181867	2	FTMT	57.79	879
ENSG00000151304.5	ENSG00000151304	5	SRFBP1	36.16	3111
ENSG00000113083.12	ENSG00000113083	12	LOX	37.87	5468
ENSG00000247311.2	ENSG00000247311	2		37.94	731
ENSG00000164185.4	ENSG00000164185	4	ZNF474	37.51	2118
ENSG00000249610.1	ENSG00000249610	1		42.83	428
ENSG00000250803.5	ENSG00000250803	5		38.46	3209
ENSG00000272139.1	ENSG00000272139	1		56.5	377
ENSG00000064692.18	ENSG00000064692	18	SNCAIP	39.26	7325
ENSG00000249621.1	ENSG00000249621	1		38.59	583
ENSG00000249916.1	ENSG00000249916	1		39.09	563
ENSG00000250328.5	ENSG00000250328	5		40.43	2265
ENSG00000277169.1	ENSG00000277169	1	NA	NA	NA
ENSG00000251538.5	ENSG00000251538	5		38.39	2377
ENSG00000240058.3	ENSG00000240058	3	ARGFXP1	48.49	961
ENSG00000205302.6	ENSG00000205302	6	SNX2	36.08	4254
ENSG00000212114.1	ENSG00000212114	1	NA	NA	NA
ENSG00000260686.1	ENSG00000260686	1		31.22	2178
ENSG00000064652.10	ENSG00000064652	10	SNX24	40.32	3550
ENSG00000263432.2	ENSG00000263432	2	RN7SL689P	52.19	297
ENSG00000168938.5	ENSG00000168938	5	PPIC	44.42	2098
ENSG00000249996.1	ENSG00000249996	1		38.45	561
ENSG00000276047.1	ENSG00000276047	1	RN7SL711P	54.52	299
ENSG00000223652.2	ENSG00000223652	2		61.5	1020
ENSG00000061455.10	ENSG00000061455	10	PRDM6	40.19	9350
ENSG00000213655.4	ENSG00000213655	4		36.3	292
ENSG00000168944.15	ENSG00000168944	15	CEP120	36.19	6057
ENSG00000250539.1	ENSG00000250539	1	KRT8P33	58.61	1423
ENSG00000249400.1	ENSG00000249400	1	HMGB3P17	37.75	649
ENSG00000279772.1	ENSG00000279772	1		37.83	452
ENSG00000151292.17	ENSG00000151292	17	CSNK1G3	34.48	5000
ENSG00000235275.3	ENSG00000235275	3	KRT18P16	57.96	1294
ENSG00000253807.5	ENSG00000253807	5	LINC01170	38.13	1011
ENSG00000250862.1	ENSG00000250862	1	HMGB1P29	42.48	499
ENSG00000251421.2	ENSG00000251421	2		38.83	935
ENSG00000248600.1	ENSG00000248600	1		37.71	608
ENSG00000251214.1	ENSG00000251214	1		40.75	638
ENSG00000250438.1	ENSG00000250438	1		31.83	311
ENSG00000248296.1	ENSG00000248296	1		41.67	797
ENSG00000168916.15	ENSG00000168916	15	ZNF608	40.42	6922
ENSG00000249112.1	ENSG00000249112	1		40.81	832
ENSG00000251456.1	ENSG00000251456	1		32.97	558
ENSG00000242814.2	ENSG00000242814	2		57.88	406
ENSG00000248443.1	ENSG00000248443	1		39.44	819
ENSG00000249261.1	ENSG00000249261	1		38.07	943
ENSG00000249423.1	ENSG00000249423	1		38.08	204
ENSG00000250411.1	ENSG00000250411	1		42.34	118
ENSG00000250194.1	ENSG00000250194	1		45.25	316
ENSG00000249365.1	ENSG00000249365	1		37.7	451
ENSG00000250721.1	ENSG00000250721	1	HMGB1P22	41.94	124
ENSG00000274872.1	ENSG00000274872	1	NA	NA	NA
ENSG00000281608.1	ENSG00000281608	1		39.38	233
ENSG00000222107.1	ENSG00000222107	1	RN7SKP117	53.41	264
ENSG00000250402.2	ENSG00000250402	2		36.93	612
ENSG00000260192.1	ENSG00000260192	1		35.92	1336
ENSG00000249950.1	ENSG00000249950	1		35.27	448
ENSG00000249904.1	ENSG00000249904	1		32.84	469
ENSG00000241888.2	ENSG00000241888	2	RPSAP37	45.84	821
ENSG00000248752.1	ENSG00000248752	1		38.28	547
ENSG00000248107.1	ENSG00000248107	1		37.26	566
ENSG00000265637.1	ENSG00000265637	1	NA	NA	NA
ENSG00000155324.9	ENSG00000155324	9	GRAMD3	38.95	5051
ENSG00000250602.5	ENSG00000250602	5		40.7	1689
ENSG00000279118.1	ENSG00000279118	1		39.68	2326
ENSG00000164904.15	ENSG00000164904	15	ALDH7A1	43.05	17970
ENSG00000164902.13	ENSG00000164902	13	PHAX	43.51	4319
ENSG00000230929.5	ENSG00000230929	5		50.17	301
ENSG00000196900.4	ENSG00000196900	4	TEX43	41.72	476
ENSG00000213630.3	ENSG00000213630	3	BOLA3P3	43.1	232
ENSG00000249768.2	ENSG00000249768	2	HSPE1P10	47.49	558
ENSG00000251072.2	ENSG00000251072	2		44.31	914
ENSG00000252185.1	ENSG00000252185	1	RNU6-752P	38.24	102
ENSG00000113368.11	ENSG00000113368	11	LMNB1	42.33	3633
ENSG00000173926.5	ENSG00000173926	5	MARCH3	40.98	5179
ENSG00000164241.13	ENSG00000164241	13	C5orf63	39.03	7190
ENSG00000279446.1	ENSG00000279446	1		42.22	2018
ENSG00000214743.4	ENSG00000214743	4	MRPS5P3	48.19	166
ENSG00000250080.1	ENSG00000250080	1		50.12	1732
ENSG00000271585.1	ENSG00000271585	1		46.48	355
ENSG00000250956.1	ENSG00000250956	1		52.41	145
ENSG00000145794.16	ENSG00000145794	16	MEGF10	38.94	9007
ENSG00000249577.1	ENSG00000249577	1		37.04	297
ENSG00000271766.1	ENSG00000271766	1		39.5	443
ENSG00000250859.1	ENSG00000250859	1	HNRNPKP1	44.89	1379
ENSG00000164244.20	ENSG00000164244	20	PRRC1	36.29	9064
ENSG00000282925.1	ENSG00000282925	1		44.17	1745
ENSG00000205279.8	ENSG00000205279	8	CTXN3	40.41	2105
ENSG00000248799.1	ENSG00000248799	1		39.81	547
ENSG00000230561.3	ENSG00000230561	3	CCDC192	39.21	1901
ENSG00000251032.1	ENSG00000251032	1	CUL1P1	40.41	2425
ENSG00000250603.1	ENSG00000250603	1		41.06	388
ENSG00000245937.7	ENSG00000245937	7	LINC01184	37.74	6464
ENSG00000064651.13	ENSG00000064651	13	SLC12A2	35.24	10664
ENSG00000250329.1	ENSG00000250329	1	KDELC1P1	42.61	1509
ENSG00000138829.10	ENSG00000138829	10	FBN2	37.12	13196
ENSG00000207290.1	ENSG00000207290	1		40.35	114
ENSG00000113396.12	ENSG00000113396	12	SLC27A6	37.22	3493
ENSG00000248634.1	ENSG00000248634	1		37.81	462
ENSG00000066583.11	ENSG00000066583	11	ISOC1	38.93	1940
ENSG00000264563.1	ENSG00000264563	1	MIR4633	56.96	79
ENSG00000265691.1	ENSG00000265691	1	MIR4460	41.86	86
ENSG00000249421.1	ENSG00000249421	1	ADAMTS19-AS1	63.75	786
ENSG00000145808.8	ENSG00000145808	8	ADAMTS19	34.94	5408
ENSG00000251680.5	ENSG00000251680	5		35.96	881
ENSG00000186367.6	ENSG00000186367	6	KIAA1024L	35.76	2354
ENSG00000198108.3	ENSG00000198108	3	CHSY3	35.96	3938
ENSG00000221562.1	ENSG00000221562	1	RNU6ATAC10P	50.45	111
ENSG00000199455.1	ENSG00000199455	1	RNA5SP191	50.98	102
ENSG00000248610.1	ENSG00000248610	1	HSPA8P4	41.77	1920
ENSG00000263954.1	ENSG00000263954	1	NA	NA	NA
ENSG00000252514.1	ENSG00000252514	1	RNU7-53P	36.67	60
ENSG00000249312.1	ENSG00000249312	1	ARL2BPP4	38.22	471
ENSG00000249418.2	ENSG00000249418	2		38.19	432
ENSG00000244192.1	ENSG00000244192	1		47.37	532
ENSG00000250405.2	ENSG00000250405	2		58.63	1912
ENSG00000248955.1	ENSG00000248955	1		57.5	160
ENSG00000169567.11	ENSG00000169567	11	HINT1	43.5	1936
ENSG00000186687.15	ENSG00000186687	15	LYRM7	38.11	6351
ENSG00000158985.13	ENSG00000158985	13	CDC42SE2	39.71	6024
ENSG00000279370.1	ENSG00000279370	1		26.83	287
ENSG00000158987.20	ENSG00000158987	20	RAPGEF6	37.88	11125
ENSG00000273217.1	ENSG00000273217	1		37.9	6393
ENSG00000275939.1	ENSG00000275939	1		57.23	166
ENSG00000217128.11	ENSG00000217128	11	FNIP1	37.77	7942
ENSG00000279584.1	ENSG00000279584	1		56.12	515
ENSG00000239642.5	ENSG00000239642	5	MEIKIN	39.03	1671
ENSG00000281938.1	ENSG00000281938	1		40.74	3126
ENSG00000234758.1	ENSG00000234758	1		41.47	562
ENSG00000164398.12	ENSG00000164398	12	ACSL6	48.14	13013
ENSG00000223548.1	ENSG00000223548	1		52.11	923
ENSG00000231585.1	ENSG00000231585	1		62.04	459
ENSG00000164399.4	ENSG00000164399	4	IL3	49.74	1050
ENSG00000164400.5	ENSG00000164400	5	CSF2	55.52	787
ENSG00000253067.1	ENSG00000253067	1		60.29	68
ENSG00000227616.1	ENSG00000227616	1		40.7	329
ENSG00000235775.1	ENSG00000235775	1		34.97	163
ENSG00000224015.1	ENSG00000224015	1		44.01	381
ENSG00000237714.1	ENSG00000237714	1	P4HA2-AS1	37.3	839
ENSG00000072682.18	ENSG00000072682	18	P4HA2	49.39	8502
ENSG00000224431.1	ENSG00000224431	1		43.8	3556
ENSG00000131435.12	ENSG00000131435	12	PDLIM4	56.99	3192
ENSG00000197208.5	ENSG00000197208	5	SLC22A4	44.97	2688
ENSG00000233006.6	ENSG00000233006	6		43.62	2857
ENSG00000263597.1	ENSG00000263597	1	MIR3936	51.82	110
ENSG00000197375.12	ENSG00000197375	12	SLC22A5	48.32	12788
ENSG00000197536.10	ENSG00000197536	10	C5orf56	46.92	7217
ENSG00000238160.1	ENSG00000238160	1		48.18	999
ENSG00000202533.1	ENSG00000202533	1		42.34	111
ENSG00000234290.2	ENSG00000234290	2		46.68	3730
ENSG00000125347.13	ENSG00000125347	13	IRF1	53.85	7799
ENSG00000277192.1	ENSG00000277192	1		42.99	321
ENSG00000113525.9	ENSG00000113525	9	IL5	39.55	1587
ENSG00000113522.13	ENSG00000113522	13	RAD50	38.81	9771
ENSG00000223442.1	ENSG00000223442	1	TH2LCRR	44.99	1081
ENSG00000169194.9	ENSG00000169194	9	IL13	56.66	2887
ENSG00000113520.10	ENSG00000113520	10	IL4	48	818
ENSG00000230612.3	ENSG00000230612	3		35.92	1789
ENSG00000131437.15	ENSG00000131437	15	KIF3A	36.68	6860
ENSG00000205089.7	ENSG00000205089	7	CCNI2	49.78	3162
ENSG00000164402.13	ENSG00000164402	13	SEPT8	48.12	7711
ENSG00000198944.5	ENSG00000198944	5	SOWAHA	55.78	3211
ENSG00000272203.1	ENSG00000272203	1		37.85	753
ENSG00000164403.14	ENSG00000164403	14	SHROOM1	60.03	4420
ENSG00000201274.1	ENSG00000201274	1	RNA5SP192	45	120
ENSG00000164404.8	ENSG00000164404	8	GDF9	45.32	3279
ENSG00000164405.10	ENSG00000164405	10	UQCRQ	51.29	1472
ENSG00000164406.7	ENSG00000164406	7	LEAP2	45.36	2405
ENSG00000072364.12	ENSG00000072364	12	AFF4	40.42	11297
ENSG00000235253.1	ENSG00000235253	1		47.05	1205
ENSG00000202417.1	ENSG00000202417	1		46.9	113
ENSG00000225364.1	ENSG00000225364	1	ATP6V0E1P1	47.79	226
ENSG00000272023.1	ENSG00000272023	1		65.32	395
ENSG00000229738.1	ENSG00000229738	1		49.02	459
ENSG00000199677.1	ENSG00000199677	1		42.16	102
ENSG00000155329.11	ENSG00000155329	11	ZCCHC10	42.73	2559
ENSG00000248648.1	ENSG00000248648	1		43.72	247
ENSG00000170606.13	ENSG00000170606	13	HSPA4	41.31	5156
ENSG00000279691.1	ENSG00000279691	1		58.13	203
ENSG00000251616.1	ENSG00000251616	1		50.86	678
ENSG00000248245.1	ENSG00000248245	1		42.4	816
ENSG00000240611.1	ENSG00000240611	1		42.58	836
ENSG00000053108.16	ENSG00000053108	16	FSTL4	46.69	6734
ENSG00000249478.1	ENSG00000249478	1		51.57	3279
ENSG00000250244.5	ENSG00000250244	5		49.29	416
ENSG00000250409.1	ENSG00000250409	1		44.4	275
ENSG00000221287.1	ENSG00000221287	1	MIR1289-2	53.15	111
ENSG00000280104.1	ENSG00000280104	1		39.66	527
ENSG00000273939.1	ENSG00000273939	1	NA	NA	NA
ENSG00000279197.1	ENSG00000279197	1		36.38	470
ENSG00000251243.1	ENSG00000251243	1		36.14	440
ENSG00000249073.1	ENSG00000249073	1	WSPAR	46.01	683
ENSG00000113583.7	ENSG00000113583	7	C5orf15	39.91	2422
ENSG00000213585.10	ENSG00000213585	10	VDAC1	47.42	3163
ENSG00000271737.1	ENSG00000271737	1		62.26	416
ENSG00000271128.1	ENSG00000271128	1		44.09	127
ENSG00000081059.19	ENSG00000081059	19	TCF7	54.54	10063
ENSG00000113558.18	ENSG00000113558	18	SKP1	41.26	12771
ENSG00000272772.1	ENSG00000272772	1		42.53	483
ENSG00000113575.9	ENSG00000113575	9	PPP2CA	40.38	5661
ENSG00000273345.5	ENSG00000273345	5		41.3	1745
ENSG00000266751.1	ENSG00000266751	1	MIR3661	58.33	96
ENSG00000270177.1	ENSG00000270177	1		53.95	1418
ENSG00000239615.1	ENSG00000239615	1		45.18	436
ENSG00000006837.11	ENSG00000006837	11	CDKL3	40.16	3057
ENSG00000119048.7	ENSG00000119048	7	UBE2B	41.55	3291
ENSG00000279469.1	ENSG00000279469	1		37.75	649
ENSG00000248559.1	ENSG00000248559	1		44.13	520
ENSG00000237190.3	ENSG00000237190	3	CDKN2AIPNL	45.21	1757
ENSG00000243648.1	ENSG00000243648	1		50.4	498
ENSG00000250564.1	ENSG00000250564	1		48.8	669
ENSG00000250994.1	ENSG00000250994	1		47.67	714
ENSG00000207222.1	ENSG00000207222	1	RNU6-456P	39.25	107
ENSG00000251169.2	ENSG00000251169	2		52.54	1107
ENSG00000240250.3	ENSG00000240250	3	RN7SL541P	50.18	283
ENSG00000280420.1	ENSG00000280420	1		42.77	484
ENSG00000043143.20	ENSG00000043143	20	JADE2	53.79	9877
ENSG00000152700.13	ENSG00000152700	13	SAR1B	43.44	10963
ENSG00000207459.1	ENSG00000207459	1	RNU6-1311P	40.19	107
ENSG00000113615.12	ENSG00000113615	12	SEC24A	42.26	7201
ENSG00000201298.1	ENSG00000201298	1	RNU6-1164P	39.25	107
ENSG00000222266.1	ENSG00000222266	1	RNU6-757P	38	100
ENSG00000164615.4	ENSG00000164615	4	CAMLG	43.3	2221
ENSG00000145833.15	ENSG00000145833	15	DDX46	42.1	9222
ENSG00000241179.1	ENSG00000241179	1		40.28	355
ENSG00000181904.8	ENSG00000181904	8	C5orf24	41.93	5741
ENSG00000270892.1	ENSG00000270892	1		44.61	343
ENSG00000113621.14	ENSG00000113621	14	TXNDC15	46.17	5265
ENSG00000132570.14	ENSG00000132570	14	PCBD2	42.21	7171
ENSG00000279799.1	ENSG00000279799	1		63.46	457
ENSG00000244921.2	ENSG00000244921	2	MTCYBP18	46.85	747
ENSG00000249119.1	ENSG00000249119	1	MTND6P4	41.76	522
ENSG00000248923.1	ENSG00000248923	1	MTND5P11	44.48	1812
ENSG00000247627.2	ENSG00000247627	2	MTND4P12	44.3	1377
ENSG00000198868.3	ENSG00000198868	3	MTND4LP30	41.75	297
ENSG00000263963.1	ENSG00000263963	1	MIR4461	48.65	74
ENSG00000249192.1	ENSG00000249192	1	MTND3P25	42.22	135
ENSG00000152705.7	ENSG00000152705	7	CATSPER3	43.19	1581
ENSG00000069011.15	ENSG00000069011	15	PITX1	59.4	3511
ENSG00000224186.8	ENSG00000224186	8	C5orf66	47.57	6650
ENSG00000277619.1	ENSG00000277619	1		61.43	1374
ENSG00000249082.2	ENSG00000249082	2	C5orf66-AS1	71.41	843
ENSG00000248753.1	ENSG00000248753	1		51.93	532
ENSG00000248482.1	ENSG00000248482	1		52.17	541
ENSG00000249647.2	ENSG00000249647	2	C5orf66-AS2	51.74	2451
ENSG00000113648.16	ENSG00000113648	16	H2AFY	47.07	17730
ENSG00000270021.1	ENSG00000270021	1		53.5	2017
ENSG00000251380.3	ENSG00000251380	3	DCANP1	53.97	3135
ENSG00000255833.1	ENSG00000255833	1	TIFAB	53.09	5923
ENSG00000249639.1	ENSG00000249639	1		48.05	504
ENSG00000181965.5	ENSG00000181965	5	NEUROG1	60.19	1668
ENSG00000250167.1	ENSG00000250167	1		46.48	887
ENSG00000145824.12	ENSG00000145824	12	CXCL14	52.05	1975
ENSG00000251045.1	ENSG00000251045	1		45.91	2141
ENSG00000238393.1	ENSG00000238393	1	NA	NA	NA
ENSG00000223539.4	ENSG00000223539	4		48.58	230
ENSG00000263840.1	ENSG00000263840	1	NA	NA	NA
ENSG00000265924.1	ENSG00000265924	1	MIR5692C1	29.67	91
ENSG00000264039.1	ENSG00000264039	1	NA	NA	NA
ENSG00000250378.1	ENSG00000250378	1		47.09	1750
ENSG00000145832.12	ENSG00000145832	12	SLC25A48	47.39	4966
